TE	length	covg	frags	fullLgthFrags	copies	fullLgthCopies	meanId	sdId	minId	q25Id	medId	q75Id	maxId	meanLgth	sdLgth	minLgth	q25Lgth	medLgth	q75Lgth	maxLgth	meanLgthPerc	sdLgthPerc	minLgthPerc	q25LgthPerc	medLgthPerc	q75LgthPerc	maxLgthPerc
DTX-comp_SN79_1087_RS_16_reversed	1851	235	1	0	1	0	66.80	0.00	66.80	66.80	66.80	66.80	66.80	235.00	0.00	235	235.00	235.00	235.00	235	12.70	0.00	12.70	12.70	12.70	12.70	12.70
DTX-incomp-chim_CS10-B-R137-Map5	4054	2278	6	0	4	0	66.58	7.83	60.60	61.89	63.95	77.80	77.80	569.50	621.97	63	279.00	373.00	1469.00	1469	14.05	15.34	1.55	6.88	9.20	36.24	36.24
DTX-incomp-chim_CS10-B-R61-Map5	7716	1580	3	0	3	0	68.47	0.64	68.10	68.10	68.10	69.20	69.20	526.67	250.04	274	274.00	532.00	774.00	774	6.83	3.24	3.55	3.55	6.89	10.03	10.03
DTX-incomp-chim_CS10-L-B117-Map1	4230	746	4	0	4	0	61.53	1.78	60.60	60.60	60.65	64.20	64.20	256.25	66.26	159	279.00	279.00	308.00	308	6.06	1.57	3.76	6.60	6.60	7.28	7.28
DTX-incomp-chim_CS10-L-B13-Map2	17747	7023	9	0	6	0	76.83	9.32	68.30	70.20	73.65	82.09	93.10	1170.50	1162.19	29	177.00	934.50	2234.00	2714	6.60	6.55	0.16	1.00	5.27	12.59	15.29
DTX-incomp-chim_CS10-L-B21-Map1	22648	166	2	0	2	0	77.40	10.61	69.90	69.90	77.40	84.90	84.90	83.00	42.43	53	53.00	83.00	113.00	113	0.37	0.19	0.23	0.23	0.37	0.50	0.50
DTX-incomp-chim_CS10-L-B23-Map1_reversed	21650	8350	36	0	32	0	73.16	10.10	54.80	68.20	71.90	79.90	100.00	261.09	300.09	25	85.00	184.00	246.00	1236	1.21	1.39	0.12	0.39	0.85	1.14	5.71
DTX-incomp-chim_CS10-L-B27-Map1	19826	1674	6	0	6	0	73.10	3.32	67.30	71.00	74.60	75.30	75.80	279.00	399.78	81	86.00	126.50	162.00	1092	1.41	2.02	0.41	0.43	0.64	0.82	5.51
DTX-incomp-chim_CS10-L-B33-Map1_reversed	13005	210	1	0	1	0	63.60	0.00	63.60	63.60	63.60	63.60	63.60	210.00	0.00	210	210.00	210.00	210.00	210	1.61	0.00	1.61	1.61	1.61	1.61	1.61
DTX-incomp-chim_CS10-L-B41-Map1_reversed	9693	21	1	0	1	0	58.20	0.00	58.20	58.20	58.20	58.20	58.20	21.00	0.00	21	21.00	21.00	21.00	21	0.22	0.00	0.22	0.22	0.22	0.22	0.22
DTX-incomp-chim_Ptr_1CBFP-B-G56-Map8	3106	32	1	0	1	0	90.60	0.00	90.60	90.60	90.60	90.60	90.60	32.00	0.00	32	32.00	32.00	32.00	32	1.03	0.00	1.03	1.03	1.03	1.03	1.03
DTX-incomp-chim_Ptr_1CBFP-L-B108-Map1	5561	561	2	0	2	0	63.00	5.66	59.00	59.00	63.00	67.00	67.00	280.50	328.80	48	48.00	280.50	513.00	513	5.04	5.91	0.86	0.86	5.04	9.22	9.22
DTX-incomp-chim_Ptr_1CBFP-L-B138-Map1	4986	159	1	0	1	0	72.80	0.00	72.80	72.80	72.80	72.80	72.80	159.00	0.00	159	159.00	159.00	159.00	159	3.19	0.00	3.19	3.19	3.19	3.19	3.19
DTX-incomp-chim_Ptr_1CBFP-L-B139-Map1	4212	1137	10	0	10	0	77.02	3.21	71.90	73.90	77.35	80.00	81.00	113.70	41.19	61	84.00	110.00	138.00	187	2.70	0.98	1.45	1.99	2.61	3.28	4.44
DTX-incomp-chim_Ptr_1CBFP-L-B41-Map1	23473	4184	7	0	7	0	69.29	5.37	60.40	65.30	69.20	75.10	75.60	597.71	349.95	186	236.00	525.00	1011.00	1012	2.55	1.49	0.79	1.01	2.24	4.31	4.31
DTX-incomp-chim_Ptr_1CBFP-L-B42-Map1_reversed	19893	613	1	0	1	0	65.50	0.00	65.50	65.50	65.50	65.50	65.50	613.00	0.00	613	613.00	613.00	613.00	613	3.08	0.00	3.08	3.08	3.08	3.08	3.08
DTX-incomp-chim_Ptr_1CBFP-L-B43-Map1	19420	646	5	0	5	0	74.40	9.94	61.20	67.40	77.30	80.40	85.70	129.20	178.21	21	41.00	51.00	88.00	445	0.67	0.92	0.11	0.21	0.26	0.45	2.29
DTX-incomp-chim_Ptr_1CBFP-L-B44-Map1_reversed	19396	16335	26	0	23	0	74.55	9.23	58.60	68.70	73.76	77.90	92.70	713.52	1160.24	50	68.00	130.00	523.00	3903	3.68	5.98	0.26	0.35	0.67	2.70	20.12
DTX-incomp-chim_Ptr_1CBFP-L-B45-Map1	19011	4245	5	0	5	0	79.40	8.04	66.50	78.40	81.50	82.40	88.20	849.00	1697.05	34	81.00	107.00	139.00	3884	4.47	8.93	0.18	0.43	0.56	0.73	20.43
DTX-incomp-chim_Ptr_1CBFP-L-B47-Map1	17973	1858	5	0	5	0	78.94	11.60	62.00	74.00	81.50	84.50	92.70	371.60	549.88	68	81.00	100.00	264.00	1345	2.07	3.06	0.38	0.45	0.56	1.47	7.48
DTX-incomp-chim_Ptr_1CBFP-L-B49-Map1_reversed	14896	2058	17	0	17	0	79.56	5.12	72.70	75.70	78.40	82.70	92.90	121.06	60.64	21	81.00	131.00	154.00	239	0.81	0.41	0.14	0.54	0.88	1.03	1.60
DTX-incomp-chim_Ptr_1CBFP-L-B51-Map1_reversed	13310	7624	32	0	32	0	79.58	5.78	65.60	75.20	79.90	84.90	90.00	238.25	837.27	38	53.00	86.00	125.00	4820	1.79	6.29	0.29	0.40	0.65	0.94	36.21
DTX-incomp-chim_Ptr_1CBFP-L-B53-Map1	13243	337	1	0	1	0	71.00	0.00	71.00	71.00	71.00	71.00	71.00	337.00	0.00	337	337.00	337.00	337.00	337	2.54	0.00	2.54	2.54	2.54	2.54	2.54
DTX-incomp-chim_Ptr_1CBFP-L-B55-Map1	13177	261	4	0	4	0	84.75	6.75	79.00	79.30	83.65	92.70	92.70	65.25	14.03	48	63.00	65.50	82.00	82	0.50	0.11	0.36	0.48	0.50	0.62	0.62
DTX-incomp-chim_Ptr_1CBFP-L-B58-Map1	10806	240	2	0	2	0	81.85	0.49	81.50	81.50	81.85	82.20	82.20	120.00	70.71	70	70.00	120.00	170.00	170	1.11	0.65	0.65	0.65	1.11	1.57	1.57
DTX-incomp-chim_Ptr_1CBFP-L-B61-Map1_reversed	9420	2675	7	0	6	0	81.48	7.16	70.70	76.70	82.54	85.50	90.90	445.83	724.24	33	128.00	165.50	267.00	1916	4.73	7.69	0.35	1.36	1.76	2.83	20.34
DTX-incomp-chim_Ptr_1CBFP-L-B63-Map1_reversed	9045	101	1	0	1	0	72.50	0.00	72.50	72.50	72.50	72.50	72.50	101.00	0.00	101	101.00	101.00	101.00	101	1.12	0.00	1.12	1.12	1.12	1.12	1.12
DTX-incomp-chim_Ptr_1CBFP-L-B68-Map1	8595	3570	4	0	4	0	68.88	8.64	56.80	70.10	70.70	77.30	77.30	892.50	1421.23	65	175.00	243.00	3019.00	3019	10.38	16.54	0.76	2.04	2.83	35.13	35.13
DTX-incomp-chim_Ptr_1CBFP-L-B70-Map1	8504	51	1	0	1	0	84.30	0.00	84.30	84.30	84.30	84.30	84.30	51.00	0.00	51	51.00	51.00	51.00	51	0.60	0.00	0.60	0.60	0.60	0.60	0.60
DTX-incomp-chim_Ptr_1CBFP-L-B74-Map1	8142	1325	1	0	1	0	70.90	0.00	70.90	70.90	70.90	70.90	70.90	1325.00	0.00	1325	1325.00	1325.00	1325.00	1325	16.27	0.00	16.27	16.27	16.27	16.27	16.27
DTX-incomp-chim_Ptr_1CBFP-L-B85-Map1	7139	972	3	0	2	0	77.67	21.26	62.63	62.63	77.67	92.70	92.70	486.00	591.14	68	68.00	486.00	904.00	904	6.81	8.28	0.95	0.95	6.81	12.66	12.66
DTX-incomp-chim_Ptr_1CBFP-L-B91-Map1_reversed	6362	168	1	0	1	0	75.20	0.00	75.20	75.20	75.20	75.20	75.20	168.00	0.00	168	168.00	168.00	168.00	168	2.64	0.00	2.64	2.64	2.64	2.64	2.64
DTX-incomp-chim_SN15_SOL-L-B13-Map1_reversed	18062	43452	12	1	11	1	82.18	10.17	61.30	72.50	87.33	90.20	91.00	3950.18	5352.07	48	705.00	1856.00	6435.00	18329	21.87	29.63	0.27	3.90	10.28	35.63	101.48
DTX-incomp-chim_SN15_SOL-L-B18-Map1	15739	17961	7	0	5	0	78.51	10.33	62.51	73.84	83.40	85.80	87.00	3592.20	2891.11	1381	1615.00	2827.00	3642.00	8496	22.82	18.37	8.77	10.26	17.96	23.14	53.98
DTX-incomp-chim_SN15_SOL-L-B19-Map1_reversed	15719	4533	11	0	8	0	80.65	10.91	62.36	73.70	83.00	89.80	94.30	570.38	854.28	32	69.00	153.00	914.00	2523	3.63	5.43	0.20	0.44	0.97	5.81	16.05
DTX-incomp-chim_SN15_SOL-L-B27-Map1_reversed	13684	15443	12	0	12	0	83.27	8.80	69.10	79.80	86.40	90.20	94.30	1286.92	1759.85	25	82.00	889.50	1845.00	6341	9.40	12.86	0.18	0.60	6.50	13.48	46.34
DTX-incomp-chim_SN15_SOL-L-B29-Map1_reversed	12709	20655	4	0	4	0	79.45	6.22	74.40	76.30	77.50	88.40	88.40	7433.50	5157.79	57	8529.00	8804.00	12069.00	12069	58.49	40.58	0.45	67.11	69.27	94.96	94.96
DTX-incomp-chim_SN15_SOL-L-B32-Map1_reversed	11358	5906	13	0	11	0	76.42	9.08	61.53	68.70	77.83	80.50	92.90	536.91	770.12	22	41.00	145.00	829.00	2511	4.73	6.78	0.19	0.36	1.28	7.30	22.11
DTX-incomp-chim_SN15_SOL-L-B59-Map1	8607	1004	6	0	6	0	78.52	8.64	70.00	72.20	75.80	84.20	93.10	167.33	149.37	25	27.00	151.00	232.00	418	1.94	1.74	0.29	0.31	1.75	2.70	4.86
DTX-incomp-chim_SN15_SOL-L-B71-Map1_reversed	7006	4375	8	0	7	0	85.26	13.35	58.10	78.50	88.63	94.50	95.50	625.00	705.53	37	251.00	364.00	937.00	2100	8.92	10.07	0.53	3.58	5.20	13.37	29.97
DTX-incomp-chim_SN15_SOL-L-B84-Map1_reversed	4160	2850	2	0	2	0	79.00	1.56	77.90	77.90	79.00	80.10	80.10	1425.00	1928.99	61	61.00	1425.00	2789.00	2789	34.25	46.37	1.47	1.47	34.25	67.04	67.04
DTX-incomp-chim_SN15_SOL-L-B89-Map1_reversed	1296	143	2	0	1	0	68.73	0.00	68.73	68.73	68.73	68.73	68.73	154.00	0.00	154	154.00	154.00	154.00	154	11.88	0.00	11.88	11.88	11.88	11.88	11.88
DTX-incomp-chim_SN2000-L-B14-Map1	14756	693	2	0	2	0	71.30	2.12	69.80	69.80	71.30	72.80	72.80	346.50	37.48	320	320.00	346.50	373.00	373	2.35	0.25	2.17	2.17	2.35	2.53	2.53
DTX-incomp-chim_SN2000-L-B16-Map1	13080	17140	8	0	6	0	77.19	8.56	68.80	69.40	74.76	86.60	88.80	2856.67	4383.91	43	98.00	1289.00	2877.00	11544	21.84	33.52	0.33	0.75	9.85	22.00	88.26
DTX-incomp-chim_SN2000-L-B46-Map1_reversed	8491	11165	6	0	4	0	82.52	4.02	76.90	82.97	83.38	86.40	86.40	2795.00	3589.72	21	1133.00	1558.00	8043.00	8043	32.92	42.28	0.25	13.34	18.35	94.72	94.72
DTX-incomp-chim_SN2000-L-B5-Map1_reversed	19940	1980	5	0	5	0	84.20	4.98	76.90	81.50	85.80	87.80	89.00	396.00	24.73	382	384.00	385.00	389.00	440	1.99	0.12	1.92	1.93	1.93	1.95	2.21
DTX-incomp-chim_SN2000-L-B6-Map1_reversed	18517	1148	5	0	4	0	70.47	1.67	68.10	70.70	70.90	72.00	72.00	287.00	285.19	68	141.00	189.00	702.00	702	1.55	1.54	0.37	0.76	1.02	3.79	3.79
DTX-incomp-chim_SN4-L-B11-Map1	19120	7339	3	0	3	0	84.77	11.07	72.20	72.20	89.00	93.10	93.10	2446.33	3449.31	317	317.00	596.00	6426.00	6426	12.79	18.04	1.66	1.66	3.12	33.61	33.61
DTX-incomp-chim_SN4-L-B12-Map1_reversed	18372	14872	9	0	9	0	80.60	7.60	68.50	76.50	82.00	88.20	89.50	1652.44	4572.86	26	68.00	166.00	216.00	13845	8.99	24.89	0.14	0.37	0.90	1.18	75.36
DTX-incomp-chim_SN4-L-B15-Map1	17513	181	2	0	2	0	73.55	1.63	72.40	72.40	73.55	74.70	74.70	90.50	92.63	25	25.00	90.50	156.00	156	0.52	0.53	0.14	0.14	0.52	0.89	0.89
DTX-incomp-chim_SN4-L-B3-Map2	6329	447	2	0	2	0	73.60	1.27	72.70	72.70	73.60	74.50	74.50	223.50	136.47	127	127.00	223.50	320.00	320	3.53	2.16	2.01	2.01	3.53	5.06	5.06
DTX-incomp-chim_SN4-L-B32-Map1_reversed	13360	10150	14	0	13	0	80.88	7.91	68.14	74.00	80.70	88.10	89.90	780.77	1509.58	36	168.00	240.00	524.00	5632	5.84	11.30	0.27	1.26	1.80	3.92	42.16
DTX-incomp-chim_SN4-L-B43-Map1_reversed	10728	6607	1	0	1	0	74.70	0.00	74.70	74.70	74.70	74.70	74.70	6607.00	0.00	6607	6607.00	6607.00	6607.00	6607	61.59	0.00	61.59	61.59	61.59	61.59	61.59
DTX-incomp-chim_SN4-L-B5-Map1_reversed	21753	14243	3	0	3	0	79.97	5.28	73.90	73.90	82.50	83.50	83.50	4747.67	8081.30	37	37.00	127.00	14079.00	14079	21.83	37.15	0.17	0.17	0.58	64.72	64.72
DTX-incomp-chim_SN4-L-B74-Map1_reversed	7525	49	1	0	1	0	87.20	0.00	87.20	87.20	87.20	87.20	87.20	49.00	0.00	49	49.00	49.00	49.00	49	0.65	0.00	0.65	0.65	0.65	0.65	0.65
DTX-incomp-chim_SN4-L-B79-Map1	6701	153	1	0	1	0	72.80	0.00	72.80	72.80	72.80	72.80	72.80	153.00	0.00	153	153.00	153.00	153.00	153	2.28	0.00	2.28	2.28	2.28	2.28	2.28
DTX-incomp-chim_SN4-L-B84-Map1	6313	23	1	0	1	0	89.70	0.00	89.70	89.70	89.70	89.70	89.70	23.00	0.00	23	23.00	23.00	23.00	23	0.36	0.00	0.36	0.36	0.36	0.36	0.36
DTX-incomp-chim_SN4-L-B9-Map1	20668	37	1	0	1	0	85.80	0.00	85.80	85.80	85.80	85.80	85.80	37.00	0.00	37	37.00	37.00	37.00	37	0.18	0.00	0.18	0.18	0.18	0.18	0.18
DTX-incomp-chim_SN79_1087-L-B11-Map1_reversed	10511	14354	5	1	5	1	84.86	11.16	72.00	79.50	80.40	92.50	99.90	2870.80	4455.35	156	158.00	308.00	3248.00	10484	27.31	42.39	1.48	1.50	2.93	30.90	99.74
DTX-incomp-chim_SN79_1087-L-B16-Map1_reversed	8962	12153	12	1	9	1	83.76	10.14	68.60	78.91	85.40	89.00	99.90	1350.44	2935.27	26	49.00	106.00	521.00	8939	15.07	32.75	0.29	0.55	1.18	5.81	99.74
DTX-incomp-chim_SN79_1087-L-B17-Map1_reversed	8428	9344	7	1	7	1	86.09	10.59	69.10	74.70	88.80	91.20	100.00	1334.86	3125.97	77	91.00	187.00	192.00	8423	15.84	37.09	0.91	1.08	2.22	2.28	99.94
DTX-incomp-chim_SN79_1087-L-B2-Map1	18154	85352	48	2	31	2	77.78	11.22	57.60	69.20	75.90	84.20	99.10	2834.26	4976.81	110	153.00	1074.00	1967.00	18287	15.61	27.41	0.61	0.84	5.92	10.84	100.73
DTX-incomp-chim_SN79_1087-L-B26-Map1	7013	156	1	0	1	0	99.60	0.00	99.60	99.60	99.60	99.60	99.60	156.00	0.00	156	156.00	156.00	156.00	156	2.22	0.00	2.22	2.22	2.22	2.22	2.22
DTX-incomp-chim_SN79_1087-L-B29-Map1	3291	3291	1	1	1	1	100.00	0.00	100.00	100.00	100.00	100.00	100.00	3291.00	0.00	3291	3291.00	3291.00	3291.00	3291	100.00	0.00	100.00	100.00	100.00	100.00	100.00
DTX-incomp-chim_SN79_1087-L-B3-Map1	17004	22989	13	1	10	1	81.57	10.77	65.20	71.40	80.29	90.54	99.80	2299.20	5233.06	25	74.00	142.50	1752.00	16971	13.52	30.78	0.15	0.44	0.84	10.30	99.81
DTX-incomp-chim_SN79_1087-L-B4-Map1_reversed	16288	81761	22	1	20	1	81.37	9.50	63.10	74.90	81.60	88.20	99.90	4088.05	5185.91	25	421.00	906.00	8662.00	16265	25.10	31.84	0.15	2.58	5.56	53.18	99.86
DTX-incomp-chim_SN79_1087-L-B5-Map1_reversed	16003	29196	6	1	5	1	82.73	13.96	61.00	81.90	84.94	86.00	99.80	5839.60	7523.04	174	228.00	948.00	11905.00	15943	36.49	47.01	1.09	1.42	5.92	74.39	99.63
DTX-incomp-chim_SN79_1087-L-B6-Map1	15817	17815	12	1	12	1	74.46	11.02	55.30	68.00	75.90	78.60	99.80	1484.58	4487.65	23	116.00	192.50	279.00	15729	9.39	28.37	0.15	0.73	1.22	1.76	99.44
DTX-incomp-chim_SN79_1087-L-B9-Map1	12092	33115	8	1	8	1	76.50	11.52	63.40	71.00	73.10	86.30	100.00	4139.38	5229.23	34	128.00	1123.50	11108.00	12084	34.23	43.25	0.28	1.06	9.29	91.86	99.93
DTX-incomp_CS10-B-G184-Map6	18599	102	2	0	2	0	59.60	0.14	59.50	59.50	59.60	59.70	59.70	51.00	33.94	27	27.00	51.00	75.00	75	0.27	0.18	0.15	0.15	0.27	0.40	0.40
DTX-incomp_CS10-B-G313-Map3	1673	271	1	0	1	0	66.30	0.00	66.30	66.30	66.30	66.30	66.30	271.00	0.00	271	271.00	271.00	271.00	271	16.20	0.00	16.20	16.20	16.20	16.20	16.20
DTX-incomp_CS10-B-G38-Map3_reversed	1811	391	1	0	1	0	60.10	0.00	60.10	60.10	60.10	60.10	60.10	391.00	0.00	391	391.00	391.00	391.00	391	21.59	0.00	21.59	21.59	21.59	21.59	21.59
DTX-incomp_CS10-B-G64-Map16	1874	722	1	0	1	0	77.40	0.00	77.40	77.40	77.40	77.40	77.40	722.00	0.00	722	722.00	722.00	722.00	722	38.53	0.00	38.53	38.53	38.53	38.53	38.53
