TE	length	covg	frags	fullLgthFrags	copies	fullLgthCopies	meanId	sdId	minId	q25Id	medId	q75Id	maxId	meanLgth	sdLgth	minLgth	q25Lgth	medLgth	q75Lgth	maxLgth	meanLgthPerc	sdLgthPerc	minLgthPerc	q25LgthPerc	medLgthPerc	q75LgthPerc	maxLgthPerc
Copia-16_MLP-I:ClassI:LTR:Copia	3198	42	1	0	1	0	38.00	0.00	38.00	38.00	38.00	38.00	38.00	42.00	0.00	42	42.00	42.00	42.00	42	1.31	0.00	1.31	1.31	1.31	1.31	1.31
Copia-17_BD-I:ClassI:LTR:Copia	4596	48	1	0	1	0	33.33	0.00	33.33	33.33	33.33	33.33	33.33	48.00	0.00	48	48.00	48.00	48.00	48	1.04	0.00	1.04	1.04	1.04	1.04	1.04
Copia-17_PIT-I:ClassI:LTR:Copia	5056	150	1	0	1	0	32.00	0.00	32.00	32.00	32.00	32.00	32.00	150.00	0.00	150	150.00	150.00	150.00	150	2.97	0.00	2.97	2.97	2.97	2.97	2.97
Copia-17_RC-I:ClassI:LTR:Copia	4034	153	2	0	2	0	39.50	1.47	38.46	38.46	39.50	40.54	40.54	76.50	40.31	48	48.00	76.50	105.00	105	1.90	1.00	1.19	1.19	1.90	2.60	2.60
Copia-1_BG-I:ClassI:LTR:Copia	5546	261	2	0	2	0	55.18	0.11	55.10	55.10	55.18	55.26	55.26	130.50	23.33	114	114.00	130.50	147.00	147	2.35	0.42	2.06	2.06	2.35	2.65	2.65
Copia-1_CH:ClassI:LTR:Copia	6088	6701	30	0	28	0	47.37	8.41	32.88	43.75	48.22	53.33	63.33	239.32	166.19	78	99.00	187.50	318.00	699	3.93	2.73	1.28	1.63	3.08	5.22	11.48
Copia-1_CMe-I:ClassI:LTR:Copia	5480	1547	6	0	1	0	60.50	0.00	60.50	60.50	60.50	60.50	60.50	1609.00	0.00	1609	1609.00	1609.00	1609.00	1609	29.36	0.00	29.36	29.36	29.36	29.36	29.36
Copia-1_DBp-I:ClassI:LTR:Copia	3920	93	1	0	1	0	28.00	0.00	28.00	28.00	28.00	28.00	28.00	93.00	0.00	93	93.00	93.00	93.00	93	2.37	0.00	2.37	2.37	2.37	2.37	2.37
Copia-1_DSe-I:ClassI:LTR:Copia	4014	144	1	0	1	0	22.92	0.00	22.92	22.92	22.92	22.92	22.92	144.00	0.00	144	144.00	144.00	144.00	144	3.59	0.00	3.59	3.59	3.59	3.59	3.59
Copia-1_DYa-I:ClassI:LTR:Copia	4336	144	1	0	1	0	22.92	0.00	22.92	22.92	22.92	22.92	22.92	144.00	0.00	144	144.00	144.00	144.00	144	3.32	0.00	3.32	3.32	3.32	3.32	3.32
Copia-1_EPa-I:ClassI:LTR:Copia	4461	84	1	0	1	0	35.71	0.00	35.71	35.71	35.71	35.71	35.71	84.00	0.00	84	84.00	84.00	84.00	84	1.88	0.00	1.88	1.88	1.88	1.88	1.88
Copia-1_ES-I:ClassI:LTR:Copia	6667	189	2	0	2	0	38.58	6.06	34.29	34.29	38.58	42.86	42.86	94.50	14.85	84	84.00	94.50	105.00	105	1.42	0.22	1.26	1.26	1.42	1.57	1.57
Copia-1_HMM-I:ClassI:LTR:Copia	3685	84	1	0	1	0	21.80	0.00	21.80	21.80	21.80	21.80	21.80	84.00	0.00	84	84.00	84.00	84.00	84	2.28	0.00	2.28	2.28	2.28	2.28	2.28
Copia-1_PPM-I:ClassI:LTR:Copia	4361	102	1	0	1	0	35.29	0.00	35.29	35.29	35.29	35.29	35.29	102.00	0.00	102	102.00	102.00	102.00	102	2.34	0.00	2.34	2.34	2.34	2.34	2.34
Copia-1_ST-LTR:ClassI:LTR:Copia	3121	1097	12	0	5	0	62.45	11.45	46.15	56.25	65.00	69.66	75.17	220.60	162.03	60	78.00	240.00	267.00	458	7.07	5.19	1.92	2.50	7.69	8.55	14.67
Copia-1_VA-I:ClassI:LTR:Copia	5075	318	1	0	1	0	49.06	0.00	49.06	49.06	49.06	49.06	49.06	318.00	0.00	318	318.00	318.00	318.00	318	6.27	0.00	6.27	6.27	6.27	6.27	6.27
Copia-20_PAb-I:ClassI:LTR:Copia	11703	51	1	0	1	0	35.13	0.00	35.13	35.13	35.13	35.13	35.13	51.00	0.00	51	51.00	51.00	51.00	51	0.44	0.00	0.44	0.44	0.44	0.44	0.44
Copia-20_PX-I:ClassI:LTR:Copia	5009	87	1	0	1	0	37.93	0.00	37.93	37.93	37.93	37.93	37.93	87.00	0.00	87	87.00	87.00	87.00	87	1.74	0.00	1.74	1.74	1.74	1.74	1.74
Copia-21_BD-I:ClassI:LTR:Copia	4290	60	1	0	1	0	60.00	0.00	60.00	60.00	60.00	60.00	60.00	60.00	0.00	60	60.00	60.00	60.00	60	1.40	0.00	1.40	1.40	1.40	1.40	1.40
Copia-22_CQ-I:ClassI:LTR:Copia	4791	204	1	0	1	0	32.35	0.00	32.35	32.35	32.35	32.35	32.35	204.00	0.00	204	204.00	204.00	204.00	204	4.26	0.00	4.26	4.26	4.26	4.26	4.26
Copia-25_BG-I:ClassI:LTR:Copia	5234	3051	11	0	10	0	39.35	3.95	34.44	36.67	39.26	40.21	48.08	305.10	248.83	57	153.00	195.00	396.00	831	5.83	4.75	1.09	2.92	3.73	7.57	15.88
Copia-25_JC-I:ClassI:LTR:Copia	4081	57	1	0	1	0	33.33	0.00	33.33	33.33	33.33	33.33	33.33	57.00	0.00	57	57.00	57.00	57.00	57	1.40	0.00	1.40	1.40	1.40	1.40	1.40
Copia-26_CQ-I:ClassI:LTR:Copia	4166	87	1	0	1	0	41.38	0.00	41.38	41.38	41.38	41.38	41.38	87.00	0.00	87	87.00	87.00	87.00	87	2.09	0.00	2.09	2.09	2.09	2.09	2.09
Copia-27_BG-I:ClassI:LTR:Copia	4847	63	1	0	1	0	47.62	0.00	47.62	47.62	47.62	47.62	47.62	63.00	0.00	63	63.00	63.00	63.00	63	1.30	0.00	1.30	1.30	1.30	1.30	1.30
Copia-28_Pru-I:ClassI:LTR:Copia	6626	135	1	0	1	0	26.67	0.00	26.67	26.67	26.67	26.67	26.67	135.00	0.00	135	135.00	135.00	135.00	135	2.04	0.00	2.04	2.04	2.04	2.04	2.04
Copia-29_BRa-I:ClassI:LTR:Copia	4386	135	1	0	1	0	33.33	0.00	33.33	33.33	33.33	33.33	33.33	135.00	0.00	135	135.00	135.00	135.00	135	3.08	0.00	3.08	3.08	3.08	3.08	3.08
Copia-29_MLP-I:ClassI:LTR:Copia	5228	42	1	0	1	0	40.00	0.00	40.00	40.00	40.00	40.00	40.00	42.00	0.00	42	42.00	42.00	42.00	42	0.80	0.00	0.80	0.80	0.80	0.80	0.80
Copia-2_CH:ClassI:LTR:Copia	6775	7187	36	0	30	0	47.96	8.19	32.88	43.22	48.33	52.35	63.33	261.27	146.79	78	156.00	229.50	345.00	645	3.86	2.17	1.15	2.30	3.39	5.09	9.52
Copia-2_GA-I:ClassI:LTR:Copia	4308	69	1	0	1	0	39.13	0.00	39.13	39.13	39.13	39.13	39.13	69.00	0.00	69	69.00	69.00	69.00	69	1.60	0.00	1.60	1.60	1.60	1.60	1.60
Copia-2_JC-I:ClassI:LTR:Copia	6128	60	1	0	1	0	30.56	0.00	30.56	30.56	30.56	30.56	30.56	60.00	0.00	60	60.00	60.00	60.00	60	0.98	0.00	0.98	0.98	0.98	0.98	0.98
Copia-2_LH-I:ClassI:LTR:Copia	4251	105	1	0	1	0	65.71	0.00	65.71	65.71	65.71	65.71	65.71	105.00	0.00	105	105.00	105.00	105.00	105	2.47	0.00	2.47	2.47	2.47	2.47	2.47
Copia-31_BD-I:ClassI:LTR:Copia	9114	45	1	0	1	0	34.38	0.00	34.38	34.38	34.38	34.38	34.38	45.00	0.00	45	45.00	45.00	45.00	45	0.49	0.00	0.49	0.49	0.49	0.49	0.49
Copia-31_BG-I:ClassI:LTR:Copia	5336	426	2	0	2	0	38.06	1.51	36.99	36.99	38.06	39.13	39.13	213.00	8.49	207	207.00	213.00	219.00	219	3.99	0.16	3.88	3.88	3.99	4.10	4.10
Copia-31_CCri-I:ClassI:LTR:Copia	4568	35	1	0	1	0	56.52	0.00	56.52	56.52	56.52	56.52	56.52	35.00	0.00	35	35.00	35.00	35.00	35	0.77	0.00	0.77	0.77	0.77	0.77	0.77
Copia-31_SB-I:ClassI:LTR:Copia	4471	174	1	0	1	0	29.31	0.00	29.31	29.31	29.31	29.31	29.31	174.00	0.00	174	174.00	174.00	174.00	174	3.89	0.00	3.89	3.89	3.89	3.89	3.89
Copia-32_BD-I:ClassI:LTR:Copia	4552	87	1	0	1	0	37.93	0.00	37.93	37.93	37.93	37.93	37.93	87.00	0.00	87	87.00	87.00	87.00	87	1.91	0.00	1.91	1.91	1.91	1.91	1.91
Copia-32_BG-I:ClassI:LTR:Copia	5110	153	2	0	2	0	62.50	5.90	58.33	58.33	62.50	66.67	66.67	76.50	6.36	72	72.00	76.50	81.00	81	1.50	0.12	1.41	1.41	1.50	1.59	1.59
Copia-33_DPu-I:ClassI:LTR:Copia	4477	81	1	0	1	0	48.15	0.00	48.15	48.15	48.15	48.15	48.15	81.00	0.00	81	81.00	81.00	81.00	81	1.81	0.00	1.81	1.81	1.81	1.81	1.81
Copia-33_GM-I:ClassI:LTR:Copia	2775	686	5	0	3	0	57.27	6.30	50.00	50.00	60.88	60.94	60.94	228.67	154.30	96	96.00	192.00	398.00	398	8.24	5.56	3.46	3.46	6.92	14.34	14.34
Copia-34_ECa-I:ClassI:LTR:Copia	4112	90	1	0	1	0	36.67	0.00	36.67	36.67	36.67	36.67	36.67	90.00	0.00	90	90.00	90.00	90.00	90	2.19	0.00	2.19	2.19	2.19	2.19	2.19
Copia-34_SB-I:ClassI:LTR:Copia	10123	300	2	0	2	0	26.09	2.21	24.53	24.53	26.09	27.66	27.66	150.00	12.73	141	141.00	150.00	159.00	159	1.48	0.13	1.39	1.39	1.48	1.57	1.57
Copia-35B_ATr-I:ClassI:LTR:Copia	4667	210	1	0	1	0	47.14	0.00	47.14	47.14	47.14	47.14	47.14	210.00	0.00	210	210.00	210.00	210.00	210	4.50	0.00	4.50	4.50	4.50	4.50	4.50
Copia-35_TC-I:ClassI:LTR:Copia	12762	75	1	0	1	0	40.91	0.00	40.91	40.91	40.91	40.91	40.91	75.00	0.00	75	75.00	75.00	75.00	75	0.59	0.00	0.59	0.59	0.59	0.59	0.59
Copia-36_SB-I:ClassI:LTR:Copia	4411	195	2	0	2	0	37.75	14.50	27.50	27.50	37.75	48.00	48.00	97.50	31.82	75	75.00	97.50	120.00	120	2.21	0.72	1.70	1.70	2.21	2.72	2.72
Copia-39_BD-I:ClassI:LTR:Copia	4556	81	1	0	1	0	44.44	0.00	44.44	44.44	44.44	44.44	44.44	81.00	0.00	81	81.00	81.00	81.00	81	1.78	0.00	1.78	1.78	1.78	1.78	1.78
Copia-3_AA-I:ClassI:LTR:Copia	4069	99	1	0	1	0	39.39	0.00	39.39	39.39	39.39	39.39	39.39	99.00	0.00	99	99.00	99.00	99.00	99	2.43	0.00	2.43	2.43	2.43	2.43	2.43
Copia-3_ATr-I:ClassI:LTR:Copia	5383	219	1	0	1	0	47.94	0.00	47.94	47.94	47.94	47.94	47.94	219.00	0.00	219	219.00	219.00	219.00	219	4.07	0.00	4.07	4.07	4.07	4.07	4.07
Copia-3_DEu-I:ClassI:LTR:Copia	4165	93	1	0	1	0	41.94	0.00	41.94	41.94	41.94	41.94	41.94	93.00	0.00	93	93.00	93.00	93.00	93	2.23	0.00	2.23	2.23	2.23	2.23	2.23
Copia-3_HAE-I:ClassI:LTR:Copia	4138	147	1	0	1	0	26.53	0.00	26.53	26.53	26.53	26.53	26.53	147.00	0.00	147	147.00	147.00	147.00	147	3.55	0.00	3.55	3.55	3.55	3.55	3.55
Copia-3_MLP-I:ClassI:LTR:Copia	4997	138	1	0	1	0	34.78	0.00	34.78	34.78	34.78	34.78	34.78	138.00	0.00	138	138.00	138.00	138.00	138	2.76	0.00	2.76	2.76	2.76	2.76	2.76
Copia-3_PR-I:ClassI:LTR:Copia	6017	69	1	0	1	0	37.14	0.00	37.14	37.14	37.14	37.14	37.14	69.00	0.00	69	69.00	69.00	69.00	69	1.15	0.00	1.15	1.15	1.15	1.15	1.15
Copia-42_MLP-I:ClassI:LTR:Copia	4987	51	1	0	1	0	33.33	0.00	33.33	33.33	33.33	33.33	33.33	51.00	0.00	51	51.00	51.00	51.00	51	1.02	0.00	1.02	1.02	1.02	1.02	1.02
Copia-44_MLP-I:ClassI:LTR:Copia	4728	102	2	0	2	0	27.78	1.57	26.67	26.67	27.78	28.89	28.89	51.00	0.00	51	51.00	51.00	51.00	51	1.08	0.00	1.08	1.08	1.08	1.08	1.08
Copia-44_ZM-I:ClassI:LTR:Copia	3552	51	1	0	1	0	32.38	0.00	32.38	32.38	32.38	32.38	32.38	51.00	0.00	51	51.00	51.00	51.00	51	1.44	0.00	1.44	1.44	1.44	1.44	1.44
Copia-45_BG-I:ClassI:LTR:Copia	5504	1497	4	0	3	0	39.06	10.22	29.76	29.76	37.42	50.00	50.00	500.00	432.01	66	66.00	504.00	930.00	930	9.08	7.85	1.20	1.20	9.16	16.90	16.90
Copia-45_SB-I:ClassI:LTR:Copia	5374	54	1	0	1	0	38.78	0.00	38.78	38.78	38.78	38.78	38.78	54.00	0.00	54	54.00	54.00	54.00	54	1.00	0.00	1.00	1.00	1.00	1.00	1.00
Copia-45_ZM-I:ClassI:LTR:Copia	9304	69	1	0	1	0	39.13	0.00	39.13	39.13	39.13	39.13	39.13	69.00	0.00	69	69.00	69.00	69.00	69	0.74	0.00	0.74	0.74	0.74	0.74	0.74
Copia-46_RC-I:ClassI:LTR:Copia	5747	135	1	0	1	0	37.78	0.00	37.78	37.78	37.78	37.78	37.78	135.00	0.00	135	135.00	135.00	135.00	135	2.35	0.00	2.35	2.35	2.35	2.35	2.35
Copia-47_ATr-I:ClassI:LTR:Copia	4711	219	1	0	1	0	43.84	0.00	43.84	43.84	43.84	43.84	43.84	219.00	0.00	219	219.00	219.00	219.00	219	4.65	0.00	4.65	4.65	4.65	4.65	4.65
Copia-47_SB-I:ClassI:LTR:Copia	4941	183	1	0	1	0	24.59	0.00	24.59	24.59	24.59	24.59	24.59	183.00	0.00	183	183.00	183.00	183.00	183	3.70	0.00	3.70	3.70	3.70	3.70	3.70
Copia-51_ALY-I:ClassI:LTR:Copia	4241	96	1	0	1	0	40.63	0.00	40.63	40.63	40.63	40.63	40.63	96.00	0.00	96	96.00	96.00	96.00	96	2.26	0.00	2.26	2.26	2.26	2.26	2.26
Copia-51_BRa-I:ClassI:LTR:Copia	4465	78	1	0	1	0	46.15	0.00	46.15	46.15	46.15	46.15	46.15	78.00	0.00	78	78.00	78.00	78.00	78	1.75	0.00	1.75	1.75	1.75	1.75	1.75
Copia-52_ZM-I:ClassI:LTR:Copia	8963	180	2	0	1	0	66.67	0.00	66.67	66.67	66.67	66.67	66.67	180.00	0.00	180	180.00	180.00	180.00	180	2.01	0.00	2.01	2.01	2.01	2.01	2.01
Copia-54_BG-I:ClassI:LTR:Copia	5448	414	2	0	2	0	38.97	8.53	32.94	32.94	38.97	45.00	45.00	207.00	67.88	159	159.00	207.00	255.00	255	3.80	1.25	2.92	2.92	3.80	4.68	4.68
Copia-54_VV-I:ClassI:LTR:Copia	4419	120	1	0	1	0	32.50	0.00	32.50	32.50	32.50	32.50	32.50	120.00	0.00	120	120.00	120.00	120.00	120	2.72	0.00	2.72	2.72	2.72	2.72	2.72
Copia-54_ZM-I:ClassI:LTR:Copia	4582	60	1	0	1	0	46.15	0.00	46.15	46.15	46.15	46.15	46.15	60.00	0.00	60	60.00	60.00	60.00	60	1.31	0.00	1.31	1.31	1.31	1.31	1.31
Copia-55_CCri-I:ClassI:LTR:Copia	4250	93	1	0	1	0	32.26	0.00	32.26	32.26	32.26	32.26	32.26	93.00	0.00	93	93.00	93.00	93.00	93	2.19	0.00	2.19	2.19	2.19	2.19	2.19
Copia-58_GM-I:ClassI:LTR:Copia	3920	126	1	0	1	0	27.27	0.00	27.27	27.27	27.27	27.27	27.27	126.00	0.00	126	126.00	126.00	126.00	126	3.21	0.00	3.21	3.21	3.21	3.21	3.21
Copia-58_MLP-I:ClassI:LTR:Copia	5224	42	1	0	1	0	38.00	0.00	38.00	38.00	38.00	38.00	38.00	42.00	0.00	42	42.00	42.00	42.00	42	0.80	0.00	0.80	0.80	0.80	0.80	0.80
Copia-59_VV-I:ClassI:LTR:Copia	5285	60	1	0	1	0	31.34	0.00	31.34	31.34	31.34	31.34	31.34	60.00	0.00	60	60.00	60.00	60.00	60	1.14	0.00	1.14	1.14	1.14	1.14	1.14
Copia-5_ADe-I:ClassI:LTR:Copia	4745	35	1	0	1	0	28.07	0.00	28.07	28.07	28.07	28.07	28.07	35.00	0.00	35	35.00	35.00	35.00	35	0.74	0.00	0.74	0.74	0.74	0.74	0.74
Copia-5_DPu-I:ClassI:LTR:Copia	4681	39	1	0	1	0	46.15	0.00	46.15	46.15	46.15	46.15	46.15	39.00	0.00	39	39.00	39.00	39.00	39	0.83	0.00	0.83	0.83	0.83	0.83	0.83
Copia-5_LMi-I:ClassI:LTR:Copia	3911	363	1	0	1	0	38.02	0.00	38.02	38.02	38.02	38.02	38.02	363.00	0.00	363	363.00	363.00	363.00	363	9.28	0.00	9.28	9.28	9.28	9.28	9.28
Copia-5_PSt-I:ClassI:LTR:Copia	5840	186	1	0	1	0	27.42	0.00	27.42	27.42	27.42	27.42	27.42	186.00	0.00	186	186.00	186.00	186.00	186	3.18	0.00	3.18	3.18	3.18	3.18	3.18
Copia-5_SL-I:ClassI:LTR:Copia	4382	123	1	0	1	0	39.02	0.00	39.02	39.02	39.02	39.02	39.02	123.00	0.00	123	123.00	123.00	123.00	123	2.81	0.00	2.81	2.81	2.81	2.81	2.81
Copia-5_SMo-I:ClassI:LTR:Copia	4451	33	1	0	1	0	35.62	0.00	35.62	35.62	35.62	35.62	35.62	33.00	0.00	33	33.00	33.00	33.00	33	0.74	0.00	0.74	0.74	0.74	0.74	0.74
Copia-60_ALY-I:ClassI:LTR:Copia	4634	69	1	0	1	0	39.13	0.00	39.13	39.13	39.13	39.13	39.13	69.00	0.00	69	69.00	69.00	69.00	69	1.49	0.00	1.49	1.49	1.49	1.49	1.49
Copia-60_PX-I:ClassI:LTR:Copia	5048	84	1	0	1	0	46.43	0.00	46.43	46.43	46.43	46.43	46.43	84.00	0.00	84	84.00	84.00	84.00	84	1.66	0.00	1.66	1.66	1.66	1.66	1.66
Copia-61_BG-I:ClassI:LTR:Copia	5185	349	4	0	3	0	35.89	2.08	34.04	34.04	35.48	38.14	38.14	116.33	151.48	21	21.00	37.00	291.00	291	2.24	2.92	0.41	0.41	0.71	5.61	5.61
Copia-62_PX-I:ClassI:LTR:Copia	4454	81	1	0	1	0	40.74	0.00	40.74	40.74	40.74	40.74	40.74	81.00	0.00	81	81.00	81.00	81.00	81	1.82	0.00	1.82	1.82	1.82	1.82	1.82
Copia-66_BRa-I:ClassI:LTR:Copia	4171	96	1	0	1	0	37.50	0.00	37.50	37.50	37.50	37.50	37.50	96.00	0.00	96	96.00	96.00	96.00	96	2.30	0.00	2.30	2.30	2.30	2.30	2.30
Copia-67_ST-I:ClassI:LTR:Copia	4199	42	1	0	1	0	42.00	0.00	42.00	42.00	42.00	42.00	42.00	42.00	0.00	42	42.00	42.00	42.00	42	1.00	0.00	1.00	1.00	1.00	1.00	1.00
Copia-68_BG-I:ClassI:LTR:Copia	5151	467	2	0	1	0	49.05	0.00	49.05	49.05	49.05	49.05	49.05	474.00	0.00	474	474.00	474.00	474.00	474	9.20	0.00	9.20	9.20	9.20	9.20	9.20
