TE	length	covg	frags	fullLgthFrags	copies	fullLgthCopies	meanId	sdId	minId	q25Id	medId	q75Id	maxId	meanLgth	sdLgth	minLgth	q25Lgth	medLgth	q75Lgth	maxLgth	meanLgthPerc	sdLgthPerc	minLgthPerc	q25LgthPerc	medLgthPerc	q75LgthPerc	maxLgthPerc
DTX-incomp-chim_SN79_1087-L-B2-Map1	18154	85352	48	2	29	2	78.41	11.04	57.60	70.20	75.90	83.70	99.10	3029.72	5100.45	112	176.00	1106.00	1967.00	18287	16.69	28.10	0.62	0.97	6.09	10.84	100.73
DTX-incomp-chim_SN79_1087-L-B29-Map1	3291	3291	1	1	1	1	100.00	0.00	100.00	100.00	100.00	100.00	100.00	3291.00	0.00	3291	3291.00	3291.00	3291.00	3291	100.00	0.00	100.00	100.00	100.00	100.00	100.00
DTX-incomp-chim_SN79_1087-L-B3-Map1	17004	22989	13	1	10	1	81.57	10.77	65.20	71.40	80.29	90.54	99.80	2299.20	5233.06	25	74.00	142.50	1752.00	16971	13.52	30.78	0.15	0.44	0.84	10.30	99.81
DTX-incomp-chim_SN79_1087-L-B4-Map1_reversed	16288	81761	22	1	20	1	81.37	9.50	63.10	74.90	81.60	88.20	99.90	4088.05	5185.91	25	421.00	906.00	8662.00	16265	25.10	31.84	0.15	2.58	5.56	53.18	99.86
DTX-incomp-chim_SN79_1087-L-B5-Map1_reversed	16003	29196	6	1	5	1	82.73	13.96	61.00	81.90	84.94	86.00	99.80	5839.60	7523.04	174	228.00	948.00	11905.00	15943	36.49	47.01	1.09	1.42	5.92	74.39	99.63
DTX-incomp-chim_SN79_1087-L-B6-Map1	15817	17815	12	1	12	1	74.46	11.02	55.30	68.00	75.90	78.60	99.80	1484.58	4487.65	23	116.00	192.50	279.00	15729	9.39	28.37	0.15	0.73	1.22	1.76	99.44
DTX-incomp-chim_SN79_1087-L-B9-Map1	12092	33115	8	1	8	1	76.50	11.52	63.40	71.00	73.10	86.30	100.00	4139.38	5229.23	34	128.00	1123.50	11108.00	12084	34.23	43.25	0.28	1.06	9.29	91.86	99.93
DXX-MITE_SN4_RS_50	312	1476	7	2	7	2	78.90	7.82	71.70	72.10	75.90	86.60	92.20	210.86	88.57	82	111.00	209.00	304.00	308	67.58	28.39	26.28	35.58	66.99	97.44	98.72
DXX-MITE_SN4_RS_52	294	1767	6	6	6	6	91.90	5.63	83.70	86.80	93.15	97.30	97.30	294.50	3.33	292	293.00	293.00	295.00	301	100.17	1.13	99.32	99.66	99.66	100.34	102.38
DXX-MITE_SN4_RS_54	262	1359	6	3	6	3	86.08	12.75	72.00	73.50	86.30	99.20	99.20	226.50	64.11	97	238.00	251.50	260.00	261	86.45	24.47	37.02	90.84	95.99	99.24	99.62
DXX-MITE_SN4_RS_67	128	425	4	3	4	3	83.47	8.56	71.10	85.30	86.05	90.70	90.70	106.25	42.18	43	126.00	127.00	128.00	128	83.01	32.95	33.59	98.44	99.22	100.00	100.00
DXX-MITE_SN79_1087_RS_42	294	3339	15	6	14	6	90.64	6.68	75.20	88.01	93.85	94.60	95.60	238.50	77.61	111	142.00	273.00	294.00	294	81.12	26.40	37.76	48.30	92.86	100.00	100.00
DXX-MITE_SN79_1087_RS_48	217	31977	169	85	167	85	77.41	3.85	66.80	74.80	77.60	80.00	91.40	191.48	38.23	34	181.00	211.00	216.00	237	88.24	17.62	15.67	83.41	97.24	99.54	109.22
DXX-MITE_SN79_1087_RS_54	177	2221	13	10	13	10	86.08	4.83	77.00	84.10	85.50	90.50	93.20	170.85	12.54	133	172.00	176.00	177.00	181	96.52	7.08	75.14	97.18	99.44	100.00	102.26
noCat_SN79_1087-B-R26-Map13	9237	83778	16	3	13	3	94.19	1.25	90.78	93.70	94.39	94.86	95.80	6446.92	4175.13	94	5429.00	7101.00	9005.00	14332	69.79	45.20	1.02	58.77	76.88	97.49	155.16
PotentialHostGene_SN79_1087-B-G1-Map20	7451	15622	9	1	8	1	91.01	3.81	86.20	89.00	91.50	92.90	97.90	1952.75	2635.41	55	358.00	793.50	4651.00	7332	26.21	35.37	0.74	4.80	10.65	62.42	98.40
PotentialHostGene_SN79_1087-B-R25-Map11	5632	28532	16	1	14	1	91.49	5.06	78.00	89.00	93.99	94.40	95.43	2041.50	2046.20	52	249.00	1204.50	4337.00	5492	36.25	36.33	0.92	4.42	21.39	77.01	97.51
RLX-comp-chim_SN2000-L-B23-Map1_reversed	10838	19729	8	1	6	1	75.83	6.92	69.90	71.50	73.60	77.40	88.95	3289.33	4036.28	31	165.00	2348.50	4220.00	10623	30.35	37.24	0.29	1.52	21.67	38.94	98.02
RLX-comp_SN79_1087-B-R77-Map3	7165	7632	3	1	3	1	84.30	11.13	74.70	74.70	81.70	96.50	96.50	2544.00	3965.73	215	215.00	294.00	7123.00	7123	35.51	55.35	3.00	3.00	4.10	99.41	99.41
RLX-comp_SN79_1087-L-B19-Map1	7453	7451	1	1	1	1	99.80	0.00	99.80	99.80	99.80	99.80	99.80	7451.00	0.00	7451	7451.00	7451.00	7451.00	7451	99.97	0.00	99.97	99.97	99.97	99.97	99.97
RLX-comp_SN79_1087-L-B24-Map1	7201	12306	3	1	3	1	86.73	14.71	70.70	70.70	89.90	99.60	99.60	4102.00	2669.12	2548	2548.00	2574.00	7184.00	7184	56.96	37.07	35.38	35.38	35.75	99.76	99.76
RLX-incomp-chim_SN79_1087-L-B1-Map1	19424	21366	5	1	5	1	83.56	11.44	72.70	77.00	77.20	91.00	99.90	4273.20	8464.63	86	113.00	287.00	1501.00	19379	22.00	43.58	0.44	0.58	1.48	7.73	99.77
RLX-incomp-chim_SN79_1087-L-B10-Map1	11044	11008	1	1	1	1	99.60	0.00	99.60	99.60	99.60	99.60	99.60	11008.00	0.00	11008	11008.00	11008.00	11008.00	11008	99.67	0.00	99.67	99.67	99.67	99.67	99.67
RLX-incomp-chim_SN79_1087-L-B12-Map1	9901	9993	2	1	2	1	90.45	13.51	80.90	80.90	90.45	100.00	100.00	4996.50	6906.31	113	113.00	4996.50	9880.00	9880	50.46	69.75	1.14	1.14	50.46	99.79	99.79
RLX-incomp-chim_SN79_1087-L-B13-Map1	9711	26527	5	1	4	1	86.54	10.16	75.10	84.28	85.69	99.70	99.70	6631.75	4419.38	104	7807.00	8372.00	9679.00	9679	68.29	45.51	1.07	80.39	86.21	99.67	99.67
RLX-incomp-chim_SN79_1087-L-B25-Map1_reversed	7151	10021	3	1	3	1	86.27	11.47	78.20	78.20	81.20	99.40	99.40	3340.33	3474.76	258	258.00	2657.00	7106.00	7106	46.71	48.59	3.61	3.61	37.16	99.37	99.37
RLX-incomp-chim_SN79_1087-L-B27-Map1_reversed	6401	6428	2	1	2	1	93.75	8.84	87.50	87.50	93.75	100.00	100.00	3214.00	4490.13	39	39.00	3214.00	6389.00	6389	50.21	70.15	0.61	0.61	50.21	99.81	99.81
RLX-incomp-chim_SN79_1087-L-B7-Map1	14882	23328	6	1	5	1	85.42	11.45	71.70	76.80	85.90	93.00	99.70	4665.60	6031.34	259	887.00	1855.00	5502.00	14825	31.35	40.53	1.74	5.96	12.46	36.97	99.62
RLX-incomp_SN2000-B-R51-Map9_reversed	5760	8393	7	1	7	1	85.70	8.23	73.20	75.10	89.50	91.90	93.60	1199.00	1926.49	272	311.00	360.00	1123.00	5517	20.82	33.45	4.72	5.40	6.25	19.50	95.78
RLX-incomp_SN2000-L-B25-Map1_reversed	10197	10579	2	1	2	1	86.50	1.70	85.30	85.30	86.50	87.70	87.70	5289.50	6644.68	591	591.00	5289.50	9988.00	9988	51.87	65.16	5.80	5.80	51.87	97.95	97.95
RLX-incomp_SN79_1087-L-B21-Map1_reversed	7424	7414	1	1	1	1	99.70	0.00	99.70	99.70	99.70	99.70	99.70	7414.00	0.00	7414	7414.00	7414.00	7414.00	7414	99.87	0.00	99.87	99.87	99.87	99.87	99.87
RLX-incomp_SN79_1087-L-B23-Map1	7331	12469	7	1	7	1	92.63	5.40	85.20	90.40	90.70	99.90	99.90	1781.29	2607.91	40	55.00	696.00	3396.00	7070	24.30	35.57	0.55	0.75	9.49	46.32	96.44
RXX-LARD_SN2000-L-B10-Map1	17495	16869	1	1	1	1	85.00	0.00	85.00	85.00	85.00	85.00	85.00	16869.00	0.00	16869	16869.00	16869.00	16869.00	16869	96.42	0.00	96.42	96.42	96.42	96.42	96.42
RXX-LARD_SN79_1087-B-R45-Map8	9403	32401	19	3	19	3	84.52	8.81	68.80	74.70	87.90	92.00	95.50	1705.32	3420.91	87	178.00	187.00	197.00	9398	18.14	36.38	0.93	1.89	1.99	2.10	99.95
RXX-LARD_SN79_1087-L-B32-Map1	2536	10246	12	1	12	1	88.39	8.06	71.60	89.60	90.65	92.00	100.00	853.83	847.35	25	177.00	623.50	1703.00	2536	33.67	33.41	0.99	6.98	24.59	67.15	100.00
XXX-chim_SN79_1087-L-B8-Map1_reversed	12902	34948	8	1	6	1	83.85	13.67	60.50	76.59	87.70	90.73	99.90	5825.33	5712.42	28	60.00	5403.50	11179.00	12878	45.15	44.28	0.22	0.47	41.88	86.65	99.81
