TE	length	covg	frags	fullLgthFrags	copies	fullLgthCopies	meanId	sdId	minId	q25Id	medId	q75Id	maxId	meanLgth	sdLgth	minLgth	q25Lgth	medLgth	q75Lgth	maxLgth	meanLgthPerc	sdLgthPerc	minLgthPerc	q25LgthPerc	medLgthPerc	q75LgthPerc	maxLgthPerc
ANGELA6_TM_I:ClassI:LTR:Copia	5198	48	1	0	1	0	33.33	0.00	33.33	33.33	33.33	33.33	33.33	48.00	0.00	48	48.00	48.00	48.00	48	0.92	0.00	0.92	0.92	0.92	0.92	0.92
ARET1I:ClassI:LTR:Gypsy	5820	111	1	0	1	0	32.43	0.00	32.43	32.43	32.43	32.43	32.43	111.00	0.00	111	111.00	111.00	111.00	111	1.91	0.00	1.91	1.91	1.91	1.91	1.91
ATCOPIA11I:ClassI:LTR:Copia	4654	21	1	0	1	0	34.38	0.00	34.38	34.38	34.38	34.38	34.38	21.00	0.00	21	21.00	21.00	21.00	21	0.45	0.00	0.45	0.45	0.45	0.45	0.45
ATCOPIA15I:ClassI:LTR:Copia	4478	30	1	0	1	0	34.38	0.00	34.38	34.38	34.38	34.38	34.38	30.00	0.00	30	30.00	30.00	30.00	30	0.67	0.00	0.67	0.67	0.67	0.67	0.67
ATCOPIA72_I:ClassI:LTR:Copia	4483	78	1	0	1	0	46.15	0.00	46.15	46.15	46.15	46.15	46.15	78.00	0.00	78	78.00	78.00	78.00	78	1.74	0.00	1.74	1.74	1.74	1.74	1.74
ATCOPIA89_I:ClassI:LTR:Copia	4576	126	1	0	1	0	33.33	0.00	33.33	33.33	33.33	33.33	33.33	126.00	0.00	126	126.00	126.00	126.00	126	2.75	0.00	2.75	2.75	2.75	2.75	2.75
ATGP10_I:ClassI:LTR:Gypsy	6217	167	2	0	2	0	37.02	4.21	34.04	34.04	37.02	40.00	40.00	83.50	81.32	26	26.00	83.50	141.00	141	1.34	1.31	0.42	0.42	1.34	2.27	2.27
ATGP1I:ClassI:LTR:Gypsy	5977	201	3	0	3	0	40.59	5.35	34.48	34.48	42.86	44.44	44.44	67.00	29.60	33	33.00	81.00	87.00	87	1.12	0.50	0.55	0.55	1.36	1.46	1.46
ATGP2I:ClassI:LTR:Gypsy	5049	390	3	0	3	0	34.90	9.00	27.27	27.27	32.61	44.83	44.83	130.00	39.61	87	87.00	138.00	165.00	165	2.57	0.78	1.72	1.72	2.73	3.27	3.27
ATGP3A_I:ClassI:LTR:Gypsy	4799	81	1	0	1	0	40.74	0.00	40.74	40.74	40.74	40.74	40.74	81.00	0.00	81	81.00	81.00	81.00	81	1.69	0.00	1.69	1.69	1.69	1.69	1.69
ATGP4_I:ClassI:LTR:Gypsy	4900	225	3	0	3	0	47.05	8.10	38.46	38.46	48.15	54.54	54.54	75.00	7.94	66	66.00	78.00	81.00	81	1.53	0.16	1.35	1.35	1.59	1.65	1.65
ATGP5A_I:ClassI:LTR:Gypsy	5487	75	1	0	1	0	44.00	0.00	44.00	44.00	44.00	44.00	44.00	75.00	0.00	75	75.00	75.00	75.00	75	1.37	0.00	1.37	1.37	1.37	1.37	1.37
ATGP5I:ClassI:LTR:Gypsy	4801	31	1	0	1	0	47.83	0.00	47.83	47.83	47.83	47.83	47.83	31.00	0.00	31	31.00	31.00	31.00	31	0.65	0.00	0.65	0.65	0.65	0.65	0.65
ATGP8I:ClassI:LTR:Gypsy	5093	105	2	0	2	0	29.75	13.27	20.37	20.37	29.75	39.13	39.13	52.50	23.33	36	36.00	52.50	69.00	69	1.03	0.46	0.71	0.71	1.03	1.35	1.35
ATHILA0_I:ClassI:LTR:Gypsy	10046	204	2	0	2	0	33.95	8.55	27.91	27.91	33.95	40.00	40.00	102.00	38.18	75	75.00	102.00	129.00	129	1.02	0.38	0.75	0.75	1.02	1.28	1.28
ATHILA4C_I:ClassI:LTR:Gypsy	8639	121	2	0	2	0	41.66	11.79	33.33	33.33	41.66	50.00	50.00	60.50	0.71	60	60.00	60.50	61.00	61	0.70	0.01	0.69	0.69	0.70	0.71	0.71
ATHILA6C_I:ClassI:LTR:Gypsy	10743	330	3	0	3	0	44.96	8.98	36.74	36.74	43.59	54.54	54.54	110.00	40.95	66	66.00	117.00	147.00	147	1.02	0.38	0.61	0.61	1.09	1.37	1.37
Baggins-3_NVi:ClassI:LINE:I	4961	464	6	0	6	0	46.76	7.94	30.56	50.00	50.00	50.00	50.00	77.33	13.06	72	72.00	72.00	72.00	104	1.56	0.26	1.45	1.45	1.45	1.45	2.10
BAGY1_HV_I:ClassI:LTR:Gypsy	6010	219	2	0	2	0	35.42	1.33	34.48	34.48	35.42	36.36	36.36	109.50	31.82	87	87.00	109.50	132.00	132	1.82	0.53	1.45	1.45	1.82	2.20	2.20
BAGY2_HV_I:ClassI:LTR:Gypsy	6563	177	2	0	2	0	41.78	3.75	39.13	39.13	41.78	44.44	44.44	88.50	27.58	69	69.00	88.50	108.00	108	1.35	0.42	1.05	1.05	1.35	1.65	1.65
BCBOTYPOL:ClassI:LTR:Gypsy	1224	132	2	0	2	0	60.28	11.17	52.38	52.38	60.28	68.18	68.18	66.00	4.24	63	63.00	66.00	69.00	69	5.39	0.35	5.15	5.15	5.39	5.64	5.64
BEL1-I_SM:ClassI:LTR:Bel-Pao	5685	222	2	0	1	0	67.57	0.00	67.57	67.57	67.57	67.57	67.57	222.00	0.00	222	222.00	222.00	222.00	222	3.91	0.00	3.91	3.91	3.91	3.91	3.91
BILBO:ClassI:LINE:I	5530	132	1	0	1	0	27.27	0.00	27.27	27.27	27.27	27.27	27.27	132.00	0.00	132	132.00	132.00	132.00	132	2.39	0.00	2.39	2.39	2.39	2.39	2.39
BLASTOPIA_I:ClassI:LTR:Gypsy	4481	183	1	0	1	0	26.23	0.00	26.23	26.23	26.23	26.23	26.23	183.00	0.00	183	183.00	183.00	183.00	183	4.08	0.00	4.08	4.08	4.08	4.08	4.08
BMC1:ClassI:LINE:Jockey	5091	362	5	0	5	0	37.47	1.41	36.84	36.84	36.84	36.84	40.00	72.40	8.85	60	70.00	70.00	81.00	81	1.42	0.17	1.18	1.37	1.37	1.59	1.59
BOTY_I:ClassI:LTR:Gypsy	5464	69	1	0	1	0	68.18	0.00	68.18	68.18	68.18	68.18	68.18	69.00	0.00	69	69.00	69.00	69.00	69	1.26	0.00	1.26	1.26	1.26	1.26	1.26
Boudicca_I:ClassI:LTR:Gypsy	4279	66	1	0	1	0	50.00	0.00	50.00	50.00	50.00	50.00	50.00	66.00	0.00	66	66.00	66.00	66.00	66	1.54	0.00	1.54	1.54	1.54	1.54	1.54
BS:ClassI:LINE:Jockey	5126	78	1	0	1	0	42.31	0.00	42.31	42.31	42.31	42.31	42.31	78.00	0.00	78	78.00	78.00	78.00	78	1.52	0.00	1.52	1.52	1.52	1.52	1.52
BtERVF2_I:ClassI:LTR:ERV	7707	465	4	0	4	0	36.99	7.29	28.57	33.33	37.63	44.12	44.12	116.25	23.16	93	102.00	114.00	144.00	144	1.51	0.30	1.21	1.32	1.48	1.87	1.87
CER1:ClassI:LTR:Gypsy	7881	126	2	0	2	0	32.69	7.85	27.14	27.14	32.69	38.24	38.24	63.00	55.15	24	24.00	63.00	102.00	102	0.80	0.70	0.30	0.30	0.80	1.29	1.29
CER2-I_CE:ClassI:LTR:?	8558	312	2	0	2	0	38.18	2.57	36.36	36.36	38.18	40.00	40.00	156.00	33.94	132	132.00	156.00	180.00	180	1.82	0.40	1.54	1.54	1.82	2.10	2.10
CER4-I_CE:ClassI:LTR:?	4754	262	2	0	2	0	29.42	3.05	27.27	27.27	29.42	31.58	31.58	131.00	24.04	114	114.00	131.00	148.00	148	2.76	0.51	2.40	2.40	2.76	3.11	3.11
CEREBA_HV_I:ClassI:LTR:Gypsy	5999	266	3	0	3	0	43.73	5.46	40.00	40.00	41.18	50.00	50.00	88.67	20.26	66	66.00	95.00	105.00	105	1.48	0.34	1.10	1.10	1.58	1.75	1.75
CEREBA_I:ClassI:LTR:Gypsy	9519	282	2	0	2	0	28.03	5.98	23.81	23.81	28.03	32.26	32.26	141.00	67.88	93	93.00	141.00	189.00	189	1.48	0.71	0.98	0.98	1.48	1.99	1.99
CERV2_INT:ClassI:LTR:ERV	7584	105	1	0	1	0	42.86	0.00	42.86	42.86	42.86	42.86	42.86	105.00	0.00	105	105.00	105.00	105.00	105	1.38	0.00	1.38	1.38	1.38	1.38	1.38
CfERVF1:ClassI:LTR:ERV	5896	165	2	0	2	0	50.63	9.21	44.12	44.12	50.63	57.14	57.14	82.50	27.58	63	63.00	82.50	102.00	102	1.40	0.47	1.07	1.07	1.40	1.73	1.73
CfERVF2:ClassI:LTR:ERV	7205	489	5	0	5	0	45.49	6.10	41.03	41.03	41.03	52.17	52.17	97.80	26.29	69	69.00	117.00	117.00	117	1.36	0.36	0.96	0.96	1.62	1.62	1.62
Chimpo_I:ClassI:LTR:Gypsy	4059	63	1	0	1	0	47.62	0.00	47.62	47.62	47.62	47.62	47.62	63.00	0.00	63	63.00	63.00	63.00	63	1.55	0.00	1.55	1.55	1.55	1.55	1.55
CINFUL2_I:ClassI:LTR:Gypsy	7816	174	1	0	1	0	34.48	0.00	34.48	34.48	34.48	34.48	34.48	174.00	0.00	174	174.00	174.00	174.00	174	2.23	0.00	2.23	2.23	2.23	2.23	2.23
CIRT2_CA:ClassII:TIR:Tc1-Mariner	1826	2637	6	0	6	0	31.67	2.08	27.57	31.43	32.61	32.74	33.06	439.50	322.06	36	75.00	537.00	726.00	726	24.07	17.64	1.97	4.11	29.41	39.76	39.76
copia-1-I_AN:ClassI:LTR:Copia	4906	123	1	0	1	0	29.27	0.00	29.27	29.27	29.27	29.27	29.27	123.00	0.00	123	123.00	123.00	123.00	123	2.51	0.00	2.51	2.51	2.51	2.51	2.51
Copia-101_SB-I:ClassI:LTR:Copia	4514	93	1	0	1	0	38.71	0.00	38.71	38.71	38.71	38.71	38.71	93.00	0.00	93	93.00	93.00	93.00	93	2.06	0.00	2.06	2.06	2.06	2.06	2.06
Copia-10_FV-I:ClassI:LTR:Copia	4544	76	1	0	1	0	37.84	0.00	37.84	37.84	37.84	37.84	37.84	76.00	0.00	76	76.00	76.00	76.00	76	1.67	0.00	1.67	1.67	1.67	1.67	1.67
Copia-10_PAb-I:ClassI:LTR:Copia	5818	129	2	0	2	0	30.05	0.71	29.55	29.55	30.05	30.56	30.56	64.50	2.12	63	63.00	64.50	66.00	66	1.11	0.04	1.08	1.08	1.11	1.13	1.13
Copia-10_PTrit-I:ClassI:LTR:Copia	4278	71	1	0	1	0	47.06	0.00	47.06	47.06	47.06	47.06	47.06	71.00	0.00	71	71.00	71.00	71.00	71	1.66	0.00	1.66	1.66	1.66	1.66	1.66
Copia-117_AA-I:ClassI:LTR:Copia	4375	135	1	0	1	0	31.11	0.00	31.11	31.11	31.11	31.11	31.11	135.00	0.00	135	135.00	135.00	135.00	135	3.09	0.00	3.09	3.09	3.09	3.09	3.09
Copia-118_SB-I:ClassI:LTR:Copia	4400	93	1	0	1	0	41.94	0.00	41.94	41.94	41.94	41.94	41.94	93.00	0.00	93	93.00	93.00	93.00	93	2.11	0.00	2.11	2.11	2.11	2.11	2.11
Copia-11_BG-I:ClassI:LTR:Copia	4966	57	1	0	1	0	25.00	0.00	25.00	25.00	25.00	25.00	25.00	57.00	0.00	57	57.00	57.00	57.00	57	1.15	0.00	1.15	1.15	1.15	1.15	1.15
Copia-11_RC-I:ClassI:LTR:Copia	4279	22	1	0	1	0	36.36	0.00	36.36	36.36	36.36	36.36	36.36	22.00	0.00	22	22.00	22.00	22.00	22	0.51	0.00	0.51	0.51	0.51	0.51	0.51
Copia-11_SB-I:ClassI:LTR:Copia	4798	89	1	0	1	0	36.36	0.00	36.36	36.36	36.36	36.36	36.36	89.00	0.00	89	89.00	89.00	89.00	89	1.85	0.00	1.85	1.85	1.85	1.85	1.85
Copia-12_ALY-I:ClassI:LTR:Copia	4208	54	1	0	1	0	26.19	0.00	26.19	26.19	26.19	26.19	26.19	54.00	0.00	54	54.00	54.00	54.00	54	1.28	0.00	1.28	1.28	1.28	1.28	1.28
Copia-136_AA-I:ClassI:LTR:Copia	3984	33	1	0	1	0	42.86	0.00	42.86	42.86	42.86	42.86	42.86	33.00	0.00	33	33.00	33.00	33.00	33	0.83	0.00	0.83	0.83	0.83	0.83	0.83
Copia-13_SB-I:ClassI:LTR:Copia	5339	126	1	0	1	0	38.10	0.00	38.10	38.10	38.10	38.10	38.10	126.00	0.00	126	126.00	126.00	126.00	126	2.36	0.00	2.36	2.36	2.36	2.36	2.36
Copia-13_TC-I:ClassI:LTR:Copia	8495	72	1	0	1	0	37.50	0.00	37.50	37.50	37.50	37.50	37.50	72.00	0.00	72	72.00	72.00	72.00	72	0.85	0.00	0.85	0.85	0.85	0.85	0.85
Copia-144_CCri-I:ClassI:LTR:Copia	4469	48	1	0	1	0	33.33	0.00	33.33	33.33	33.33	33.33	33.33	48.00	0.00	48	48.00	48.00	48.00	48	1.07	0.00	1.07	1.07	1.07	1.07	1.07
Copia-149_CCri-I:ClassI:LTR:Copia	4687	33	1	0	1	0	33.85	0.00	33.85	33.85	33.85	33.85	33.85	33.00	0.00	33	33.00	33.00	33.00	33	0.70	0.00	0.70	0.70	0.70	0.70	0.70
Copia-158_CCri-I:ClassI:LTR:Copia	4407	27	1	0	1	0	46.15	0.00	46.15	46.15	46.15	46.15	46.15	27.00	0.00	27	27.00	27.00	27.00	27	0.61	0.00	0.61	0.61	0.61	0.61	0.61
Copia-15_ECa-I:ClassI:LTR:Copia	4990	54	1	0	1	0	46.15	0.00	46.15	46.15	46.15	46.15	46.15	54.00	0.00	54	54.00	54.00	54.00	54	1.08	0.00	1.08	1.08	1.08	1.08	1.08
Copia-15_FV-I:ClassI:LTR:Copia	7467	32	1	0	1	0	33.33	0.00	33.33	33.33	33.33	33.33	33.33	32.00	0.00	32	32.00	32.00	32.00	32	0.43	0.00	0.43	0.43	0.43	0.43	0.43
Copia-17_ATr-I:ClassI:LTR:Copia	4292	66	1	0	1	0	45.83	0.00	45.83	45.83	45.83	45.83	45.83	66.00	0.00	66	66.00	66.00	66.00	66	1.54	0.00	1.54	1.54	1.54	1.54	1.54
Copia-17_BRa-I:ClassI:LTR:Copia	4497	66	1	0	1	0	50.00	0.00	50.00	50.00	50.00	50.00	50.00	66.00	0.00	66	66.00	66.00	66.00	66	1.47	0.00	1.47	1.47	1.47	1.47	1.47
Copia-17_GM-I:ClassI:LTR:Copia	4066	108	1	0	1	0	33.33	0.00	33.33	33.33	33.33	33.33	33.33	108.00	0.00	108	108.00	108.00	108.00	108	2.66	0.00	2.66	2.66	2.66	2.66	2.66
Copia-18_ATr-I:ClassI:LTR:Copia	4664	72	1	0	1	0	50.00	0.00	50.00	50.00	50.00	50.00	50.00	72.00	0.00	72	72.00	72.00	72.00	72	1.54	0.00	1.54	1.54	1.54	1.54	1.54
Copia-18_EPa-I:ClassI:LTR:Copia	4165	90	1	0	1	0	36.67	0.00	36.67	36.67	36.67	36.67	36.67	90.00	0.00	90	90.00	90.00	90.00	90	2.16	0.00	2.16	2.16	2.16	2.16	2.16
Copia-18_PIT-I:ClassI:LTR:Copia	6127	93	1	0	1	0	32.26	0.00	32.26	32.26	32.26	32.26	32.26	93.00	0.00	93	93.00	93.00	93.00	93	1.52	0.00	1.52	1.52	1.52	1.52	1.52
Copia-19_CQ-I:ClassI:LTR:Copia	4032	105	1	0	1	0	40.00	0.00	40.00	40.00	40.00	40.00	40.00	105.00	0.00	105	105.00	105.00	105.00	105	2.60	0.00	2.60	2.60	2.60	2.60	2.60
Copia-19_GM-I:ClassI:LTR:Copia	4490	78	1	0	1	0	50.00	0.00	50.00	50.00	50.00	50.00	50.00	78.00	0.00	78	78.00	78.00	78.00	78	1.74	0.00	1.74	1.74	1.74	1.74	1.74
Copia-19_TC-I:ClassI:LTR:Copia	4325	97	2	0	2	0	22.58	0.00	22.58	22.58	22.58	22.58	22.58	48.50	28.99	28	28.00	48.50	69.00	69	1.12	0.67	0.65	0.65	1.12	1.60	1.60
Copia-1_ATe-I:ClassI:LTR:Copia	5040	310	4	0	4	0	33.54	6.49	25.37	31.71	34.23	40.32	40.32	77.50	63.05	24	27.00	66.50	153.00	153	1.54	1.25	0.48	0.54	1.32	3.04	3.04
Copia-1_BD-I:ClassI:LTR:Copia	4390	114	1	0	1	0	39.47	0.00	39.47	39.47	39.47	39.47	39.47	114.00	0.00	114	114.00	114.00	114.00	114	2.60	0.00	2.60	2.60	2.60	2.60	2.60
Copia-1_CH:ClassI:LTR:Copia	6088	39109	130	0	73	0	59.82	9.40	25.00	56.53	60.66	64.91	78.13	539.60	822.39	24	78.00	210.00	581.00	3995	8.86	13.51	0.39	1.28	3.45	9.54	65.62
Copia-1_CMe-I:ClassI:LTR:Copia	5480	1639	5	0	3	0	44.99	11.06	32.35	32.35	49.77	52.86	52.86	546.33	477.96	102	102.00	485.00	1052.00	1052	9.97	8.72	1.86	1.86	8.85	19.20	19.20
Copia-1_DWil-I:ClassI:LTR:Copia	4043	66	1	0	1	0	38.71	0.00	38.71	38.71	38.71	38.71	38.71	66.00	0.00	66	66.00	66.00	66.00	66	1.63	0.00	1.63	1.63	1.63	1.63	1.63
Copia-1_PPM-I:ClassI:LTR:Copia	4361	171	2	0	2	0	43.18	9.64	36.36	36.36	43.18	50.00	50.00	85.50	19.09	72	72.00	85.50	99.00	99	1.96	0.44	1.65	1.65	1.96	2.27	2.27
Copia-1_ST-LTR:ClassI:LTR:Copia	3121	1021	11	0	3	0	64.29	9.66	53.28	53.28	68.25	71.34	71.34	349.00	152.21	189	189.00	366.00	492.00	492	11.18	4.88	6.06	6.06	11.73	15.76	15.76
Copia-1_VA-I:ClassI:LTR:Copia	5075	24722	67	0	30	0	40.08	6.99	26.83	37.28	40.71	43.88	53.18	824.27	885.22	63	167.00	369.00	1311.00	3009	16.24	17.44	1.24	3.29	7.27	25.83	59.29
Copia-20_LU-I:ClassI:LTR:Copia	4515	132	1	0	1	0	31.82	0.00	31.82	31.82	31.82	31.82	31.82	132.00	0.00	132	132.00	132.00	132.00	132	2.92	0.00	2.92	2.92	2.92	2.92	2.92
Copia-20_PAb-I:ClassI:LTR:Copia	11703	222	2	0	2	0	39.33	7.23	34.21	34.21	39.33	44.44	44.44	111.00	4.24	108	108.00	111.00	114.00	114	0.95	0.04	0.92	0.92	0.95	0.97	0.97
Copia-21_LU-I:ClassI:LTR:Copia	4355	36	1	0	1	0	33.33	0.00	33.33	33.33	33.33	33.33	33.33	36.00	0.00	36	36.00	36.00	36.00	36	0.83	0.00	0.83	0.83	0.83	0.83	0.83
Copia-24_RC-I:ClassI:LTR:Copia	4448	45	1	0	1	0	29.55	0.00	29.55	29.55	29.55	29.55	29.55	45.00	0.00	45	45.00	45.00	45.00	45	1.01	0.00	1.01	1.01	1.01	1.01	1.01
Copia-27_DPu-I:ClassI:LTR:Copia	4287	24	1	0	1	0	34.62	0.00	34.62	34.62	34.62	34.62	34.62	24.00	0.00	24	24.00	24.00	24.00	24	0.56	0.00	0.56	0.56	0.56	0.56	0.56
Copia-28_MLP-I:ClassI:LTR:Copia	5266	123	1	0	1	0	31.71	0.00	31.71	31.71	31.71	31.71	31.71	123.00	0.00	123	123.00	123.00	123.00	123	2.34	0.00	2.34	2.34	2.34	2.34	2.34
Copia-28_Pru-I:ClassI:LTR:Copia	6626	90	1	0	1	0	40.00	0.00	40.00	40.00	40.00	40.00	40.00	90.00	0.00	90	90.00	90.00	90.00	90	1.36	0.00	1.36	1.36	1.36	1.36	1.36
Copia-28_ST-I:ClassI:LTR:Copia	3866	96	1	0	1	0	37.50	0.00	37.50	37.50	37.50	37.50	37.50	96.00	0.00	96	96.00	96.00	96.00	96	2.48	0.00	2.48	2.48	2.48	2.48	2.48
Copia-2_CH:ClassI:LTR:Copia	6775	39569	121	0	79	0	58.27	8.74	25.00	53.66	58.69	64.25	74.67	518.22	847.32	24	78.00	120.00	607.00	3441	7.65	12.51	0.35	1.15	1.77	8.96	50.79
Copia-2_JC-I:ClassI:LTR:Copia	6128	90	1	0	1	0	50.00	0.00	50.00	50.00	50.00	50.00	50.00	90.00	0.00	90	90.00	90.00	90.00	90	1.47	0.00	1.47	1.47	1.47	1.47	1.47
Copia-2_VA-I:ClassI:LTR:Copia	5447	248	5	0	5	0	35.98	5.90	29.03	32.20	35.97	38.24	44.44	49.60	26.37	23	36.00	48.00	48.00	93	0.91	0.48	0.42	0.66	0.88	0.88	1.71
Copia-33_CCri-I:ClassI:LTR:Copia	4190	37	1	0	1	0	37.84	0.00	37.84	37.84	37.84	37.84	37.84	37.00	0.00	37	37.00	37.00	37.00	37	0.88	0.00	0.88	0.88	0.88	0.88	0.88
Copia-33_GM-I:ClassI:LTR:Copia	2775	1238	10	0	6	0	49.90	9.78	36.67	41.43	50.00	60.37	60.94	206.33	113.80	90	96.00	201.00	252.00	398	7.44	4.10	3.24	3.46	7.24	9.08	14.34
Copia-33_JC-I:ClassI:LTR:Copia	3832	60	1	0	1	0	39.02	0.00	39.02	39.02	39.02	39.02	39.02	60.00	0.00	60	60.00	60.00	60.00	60	1.57	0.00	1.57	1.57	1.57	1.57	1.57
Copia-34_RC-I:ClassI:LTR:Copia	4155	96	1	0	1	0	37.50	0.00	37.50	37.50	37.50	37.50	37.50	96.00	0.00	96	96.00	96.00	96.00	96	2.31	0.00	2.31	2.31	2.31	2.31	2.31
Copia-34_SB-I:ClassI:LTR:Copia	10123	66	1	0	1	0	54.54	0.00	54.54	54.54	54.54	54.54	54.54	66.00	0.00	66	66.00	66.00	66.00	66	0.65	0.00	0.65	0.65	0.65	0.65	0.65
Copia-35_BD-I:ClassI:LTR:Copia	4346	72	1	0	1	0	45.83	0.00	45.83	45.83	45.83	45.83	45.83	72.00	0.00	72	72.00	72.00	72.00	72	1.66	0.00	1.66	1.66	1.66	1.66	1.66
Copia-35_FV-I:ClassI:LTR:Copia	4206	21	1	0	1	0	23.91	0.00	23.91	23.91	23.91	23.91	23.91	21.00	0.00	21	21.00	21.00	21.00	21	0.50	0.00	0.50	0.50	0.50	0.50	0.50
Copia-35_SB-I:ClassI:LTR:Copia	5155	99	1	0	1	0	39.39	0.00	39.39	39.39	39.39	39.39	39.39	99.00	0.00	99	99.00	99.00	99.00	99	1.92	0.00	1.92	1.92	1.92	1.92	1.92
Copia-3_CP-I_#2:ClassI:LTR:Copia	4073	54	1	0	1	0	29.79	0.00	29.79	29.79	29.79	29.79	29.79	54.00	0.00	54	54.00	54.00	54.00	54	1.33	0.00	1.33	1.33	1.33	1.33	1.33
Copia-3_PGr-I:ClassI:LTR:Copia	4327	78	1	0	1	0	38.46	0.00	38.46	38.46	38.46	38.46	38.46	78.00	0.00	78	78.00	78.00	78.00	78	1.80	0.00	1.80	1.80	1.80	1.80	1.80
Copia-3_TMe-I:ClassI:LTR:Copia	4843	123	1	0	1	0	29.27	0.00	29.27	29.27	29.27	29.27	29.27	123.00	0.00	123	123.00	123.00	123.00	123	2.54	0.00	2.54	2.54	2.54	2.54	2.54
Copia-42_Pru-I:ClassI:LTR:Copia	4791	141	1	0	1	0	36.17	0.00	36.17	36.17	36.17	36.17	36.17	141.00	0.00	141	141.00	141.00	141.00	141	2.94	0.00	2.94	2.94	2.94	2.94	2.94
Copia-42_ZM-I:ClassI:LTR:Copia	4397	72	1	0	1	0	45.83	0.00	45.83	45.83	45.83	45.83	45.83	72.00	0.00	72	72.00	72.00	72.00	72	1.64	0.00	1.64	1.64	1.64	1.64	1.64
Copia-44_PX-I:ClassI:LTR:Copia	4652	75	1	0	1	0	52.00	0.00	52.00	52.00	52.00	52.00	52.00	75.00	0.00	75	75.00	75.00	75.00	75	1.61	0.00	1.61	1.61	1.61	1.61	1.61
Copia-44_ZM-I:ClassI:LTR:Copia	3552	102	1	0	1	0	35.29	0.00	35.29	35.29	35.29	35.29	35.29	102.00	0.00	102	102.00	102.00	102.00	102	2.87	0.00	2.87	2.87	2.87	2.87	2.87
Copia-47_ATr-I:ClassI:LTR:Copia	4711	36	1	0	1	0	41.67	0.00	41.67	41.67	41.67	41.67	41.67	36.00	0.00	36	36.00	36.00	36.00	36	0.76	0.00	0.76	0.76	0.76	0.76	0.76
Copia-47_ST-I:ClassI:LTR:Copia	4784	90	1	0	1	0	43.33	0.00	43.33	43.33	43.33	43.33	43.33	90.00	0.00	90	90.00	90.00	90.00	90	1.88	0.00	1.88	1.88	1.88	1.88	1.88
Copia-48_ATr-I:ClassI:LTR:Copia	5097	120	1	0	1	0	27.50	0.00	27.50	27.50	27.50	27.50	27.50	120.00	0.00	120	120.00	120.00	120.00	120	2.35	0.00	2.35	2.35	2.35	2.35	2.35
Copia-4_PAb-I:ClassI:LTR:Copia	4677	87	1	0	1	0	24.14	0.00	24.14	24.14	24.14	24.14	24.14	87.00	0.00	87	87.00	87.00	87.00	87	1.86	0.00	1.86	1.86	1.86	1.86	1.86
Copia-4_TC-I:ClassI:LTR:Copia	4638	138	1	0	1	0	23.91	0.00	23.91	23.91	23.91	23.91	23.91	138.00	0.00	138	138.00	138.00	138.00	138	2.98	0.00	2.98	2.98	2.98	2.98	2.98
