TE	length	covg	frags	fullLgthFrags	copies	fullLgthCopies	meanId	sdId	minId	q25Id	medId	q75Id	maxId	meanLgth	sdLgth	minLgth	q25Lgth	medLgth	q75Lgth	maxLgth	meanLgthPerc	sdLgthPerc	minLgthPerc	q25LgthPerc	medLgthPerc	q75LgthPerc	maxLgthPerc
DTX-incomp-chim_CS10-L-B13-Map2	17747	32377	29	1	24	1	84.09	11.25	62.17	75.30	86.15	93.20	100.00	1350.38	3558.58	26	206.00	429.50	1148.00	17768	7.61	20.05	0.15	1.16	2.42	6.47	100.12
DTX-incomp-chim_CS10-L-B23-Map1_reversed	21650	99782	74	1	61	1	79.60	10.89	54.00	71.40	80.90	87.80	99.70	1635.84	2940.23	45	176.00	533.00	2246.00	21681	7.56	13.58	0.21	0.81	2.46	10.37	100.14
DTX-incomp-chim_CS10-L-B26-Map1	19906	92683	71	0	54	1	82.62	9.72	64.20	74.00	82.15	91.50	99.04	1742.46	3180.41	21	48.00	397.50	2151.00	19472	8.75	15.98	0.11	0.24	2.00	10.81	97.82
DTX-incomp-chim_CS10-L-B27-Map1	19826	66693	91	1	87	1	77.68	10.12	57.10	70.94	74.80	84.10	99.80	766.59	2253.95	32	116.00	259.00	449.00	19837	3.87	11.37	0.16	0.59	1.31	2.26	100.06
DTX-incomp-chim_CS10-L-B29-Map1	14160	35686	53	1	43	1	76.80	8.60	61.24	70.40	75.70	83.60	99.50	831.07	2140.01	27	128.00	419.00	721.00	14211	5.87	15.11	0.19	0.90	2.96	5.09	100.36
DTX-incomp-chim_CS10-L-B33-Map1_reversed	13005	28630	72	1	57	1	82.41	6.82	64.80	77.70	82.30	86.35	99.60	504.11	1701.97	22	62.00	269.00	425.00	13019	3.88	13.09	0.17	0.48	2.07	3.27	100.11
DTX-incomp-chim_CS10-L-B51-Map1	7569	46183	64	0	49	1	90.96	7.60	66.20	88.60	92.70	96.20	100.00	944.16	1514.53	22	144.00	410.00	765.00	7605	12.47	20.01	0.29	1.90	5.42	10.11	100.48
DTX-incomp-chim_CS10-L-B70-Map1	7327	18478	22	1	16	1	87.26	10.15	67.36	80.80	90.05	95.90	99.40	1154.88	1859.19	22	217.00	453.00	1541.00	7356	15.76	25.37	0.30	2.96	6.18	21.03	100.40
DTX-incomp-chim_CS10-L-B74-Map1	7153	8518	9	1	8	1	96.93	3.05	90.10	96.70	97.91	99.00	99.70	1066.00	2463.28	21	78.00	295.00	319.00	7154	14.90	34.44	0.29	1.09	4.12	4.46	100.01
DTX-incomp-chim_CS10-L-B83-Map1	6597	14201	28	1	24	1	82.88	9.13	66.70	76.90	82.53	91.40	99.70	592.00	1396.33	28	97.00	150.50	268.00	6604	8.97	21.17	0.42	1.47	2.28	4.06	100.11
DTX-incomp_CS10-B-G184-Map6	18599	55222	50	1	47	1	77.53	11.90	57.90	66.50	77.30	88.10	99.80	1175.21	2998.62	22	65.00	140.00	783.00	18632	6.32	16.12	0.12	0.35	0.75	4.21	100.18
DTX-incomp_CS10-B-G53-Map9_reversed	2127	19563	30	2	26	3	92.31	3.74	81.95	90.50	93.49	94.40	97.10	757.35	695.70	22	180.00	670.00	1069.00	2141	35.61	32.71	1.03	8.46	31.50	50.26	100.66
DTX-incomp_CS10-B-G59-Map20	2133	4805	5	1	4	1	97.59	0.82	96.40	97.70	97.88	98.20	98.20	1201.25	643.93	660	959.00	1005.50	2134.00	2134	56.32	30.19	30.94	44.96	47.14	100.05	100.05
DTX-incomp_CS10-B-G64-Map16	1874	9667	9	4	9	4	90.52	7.83	75.60	88.50	88.70	98.90	99.60	1086.33	896.91	106	110.00	1762.00	1859.00	1868	57.97	47.86	5.66	5.87	94.02	99.20	99.68
DTX-incomp_CS10-B-P38.14-Map4	2108	16356	22	4	19	4	92.17	5.67	72.60	91.30	93.40	95.70	97.10	869.74	849.43	63	169.00	337.00	1854.00	2130	41.26	40.30	2.99	8.02	15.99	87.95	101.04
DTX-incomp_CS10-B-P47.7-Map3_reversed	680	679	1	1	1	1	90.60	0.00	90.60	90.60	90.60	90.60	90.60	679.00	0.00	679	679.00	679.00	679.00	679	99.85	0.00	99.85	99.85	99.85	99.85	99.85
DTX-incomp_CS10-B-R113-Map3	1355	7556	7	5	7	5	74.10	3.72	69.30	70.10	73.90	78.20	79.20	1079.43	470.32	307	483.00	1353.00	1355.00	1357	79.66	34.71	22.66	35.65	99.85	100.00	100.15
DTX-incomp_CS10-B-R130-Map4_reversed	6967	37567	71	2	68	2	85.01	8.66	64.80	78.10	85.65	92.80	99.50	553.38	1413.17	21	110.00	162.00	320.00	6961	7.94	20.28	0.30	1.58	2.33	4.59	99.91
DTX-incomp_CS10-B-R131-Map3_reversed	2412	9808	12	3	10	3	97.60	2.07	93.40	96.30	98.15	99.20	100.00	981.50	1071.78	58	58.00	490.00	2413.00	2416	40.69	44.44	2.40	2.40	20.32	100.04	100.17
DTX-incomp_CS10-B-R174-Map4_reversed	1887	8865	16	2	15	2	85.04	6.17	75.80	79.40	84.40	89.50	97.90	591.00	566.85	28	118.00	492.00	782.00	1848	31.32	30.04	1.48	6.25	26.07	41.44	97.93
DTX-incomp_CS10-B-R237-Map6	1824	4916	7	1	6	2	87.51	10.49	71.20	79.34	89.55	97.70	97.70	819.33	796.31	42	177.00	534.00	1807.00	1822	44.92	43.66	2.30	9.70	29.28	99.07	99.89
DTX-incomp_CS10-B-R254-Map3	814	1371	4	1	4	1	88.85	5.22	81.80	89.50	89.60	94.40	94.40	342.75	377.15	38	39.00	259.00	815.00	815	42.11	46.33	4.67	4.79	31.82	100.12	100.12
DTX-incomp_CS10-B-R82-Map15	2101	31876	57	1	43	4	86.88	7.65	64.84	81.80	87.80	94.40	96.40	751.93	704.24	24	222.00	467.00	998.00	2327	35.79	33.52	1.14	10.57	22.23	47.50	110.76
DTX-incomp_CS10-B-R92-Map6	5296	34755	32	2	27	2	75.44	10.04	58.90	68.80	72.20	80.80	99.70	1287.22	1600.19	29	200.00	434.00	2483.00	5301	24.31	30.22	0.55	3.78	8.19	46.88	100.09
DTX-incomp_CS10-B-R94-Map5_reversed	6561	111861	94	2	87	2	71.94	9.07	55.60	65.80	70.60	76.00	99.10	1285.76	1600.55	25	101.00	684.00	1598.00	6821	19.60	24.39	0.38	1.54	10.43	24.36	103.96
DTX-incomp_CS10-L-B121-Map1	3740	18156	42	0	38	1	84.03	8.67	66.00	78.40	82.65	92.50	97.63	478.11	835.72	24	72.00	202.50	282.00	3763	12.78	22.35	0.64	1.93	5.41	7.54	100.61
DTX-incomp_CS10-L-B44-Map1_reversed	9085	15959	29	1	29	1	85.98	10.04	59.70	80.40	88.80	92.80	99.60	550.31	1635.62	22	64.00	251.00	374.00	8970	6.06	18.00	0.24	0.70	2.76	4.12	98.73
DTX-incomp_CS10_RS_59	1355	18765	31	8	26	8	74.41	9.70	55.80	67.20	73.75	81.52	90.30	721.73	512.67	21	297.00	518.50	1354.00	1363	53.26	37.84	1.55	21.92	38.27	99.93	100.59
DXX-MITE-chim_CS10_RS_99_reversed	289	3900	22	4	22	4	86.90	5.82	75.20	81.80	86.70	90.90	97.90	177.27	87.59	28	108.00	196.00	260.00	289	61.34	30.31	9.69	37.37	67.82	89.97	100.00
DXX-MITE-chim_Ptr_1CBFP_RS_218	241	235	1	1	1	1	78.30	0.00	78.30	78.30	78.30	78.30	78.30	235.00	0.00	235	235.00	235.00	235.00	235	97.51	0.00	97.51	97.51	97.51	97.51	97.51
DXX-MITE_CS10-B-G218-Map6	435	870	3	1	3	1	93.97	4.23	89.10	89.10	96.10	96.70	96.70	290.00	225.39	30	30.00	410.00	430.00	430	66.67	51.81	6.90	6.90	94.25	98.85	98.85
DXX-MITE_CS10-B-G223-Map7	431	2466	8	5	8	5	96.66	5.78	82.40	98.40	98.60	99.10	99.50	362.00	107.35	139	371.00	420.00	430.00	430	83.99	24.91	32.25	86.08	97.45	99.77	99.77
DXX-MITE_CS10_RS_113	199	1636	10	6	10	6	83.86	2.91	78.90	81.40	84.95	86.40	87.00	163.60	56.31	50	117.00	196.00	199.00	205	82.21	28.30	25.13	58.79	98.49	100.00	103.02
DXX-MITE_CS10_RS_127	167	3470	24	18	24	18	91.94	3.85	76.00	91.70	92.75	94.00	96.40	151.38	37.26	28	163.00	167.00	169.00	171	90.64	22.31	16.77	97.60	100.00	101.20	102.40
DXX-MITE_CS10_RS_128	164	2843	21	10	21	10	86.13	6.91	73.30	78.70	89.40	91.00	93.80	135.38	29.80	90	104.00	149.00	162.00	169	82.55	18.17	54.88	63.41	90.85	98.78	103.05
DXX-MITE_CS10_RS_129	160	1097	7	6	7	6	89.33	6.67	79.80	80.50	90.10	95.00	95.60	156.71	9.96	135	158.00	159.00	161.00	166	97.95	6.23	84.38	98.75	99.38	100.62	103.75
DXX-MITE_Ptr_1CBFP_RS_243	197	2196	14	4	14	4	79.25	4.00	72.60	75.90	79.00	81.70	86.70	156.86	47.69	69	97.00	181.00	194.00	198	79.62	24.21	35.03	49.24	91.88	98.48	100.51
DXX-MITE_Ptr_1CBFP_RS_302	147	189	2	1	2	1	84.65	2.47	82.90	82.90	84.65	86.40	86.40	94.50	71.42	44	44.00	94.50	145.00	145	64.29	48.58	29.93	29.93	64.29	98.64	98.64
PotentialHostGene_CS10-B-G242-Map4	526	748	3	1	3	1	80.80	15.19	67.80	67.80	77.10	97.50	97.50	249.33	234.86	83	83.00	147.00	518.00	518	47.40	44.65	15.78	15.78	27.95	98.48	98.48
PotentialHostGene_CS10-B-R109-Map4	1063	1761	8	1	8	1	84.39	11.51	65.30	79.00	82.70	96.40	97.70	226.50	344.36	51	63.00	79.00	342.00	1045	21.31	32.40	4.80	5.93	7.43	32.17	98.31
PotentialHostGene_CS10-B-R51-Map3	3777	15247	9	2	9	2	87.20	11.20	71.20	76.90	88.70	97.50	98.80	1694.11	1670.78	24	179.00	791.00	3084.00	3784	44.85	44.24	0.64	4.74	20.94	81.65	100.19
PotentialHostGene_CS10-B-R86-Map3	5391	17493	7	2	7	2	84.23	10.74	69.20	74.70	81.70	95.10	96.90	2499.00	2627.37	60	120.00	940.00	5406.00	5419	46.36	48.74	1.11	2.23	17.44	100.28	100.52
PotentialHostGene_CS10-L-B36-Map1	11369	29876	64	1	56	1	78.52	9.04	60.00	73.00	77.35	83.90	99.50	533.50	1486.77	21	200.00	374.00	498.00	11383	4.69	13.08	0.18	1.76	3.29	4.38	100.12
PotentialHostGene_CS10_RS_22	5814	29376	10	4	10	4	87.17	15.05	54.60	83.00	92.60	99.30	99.50	2937.60	2618.86	47	181.00	2809.50	5789.00	5799	50.53	45.04	0.81	3.11	48.32	99.57	99.74
PotentialHostGene_CS10_RS_76	539	3109	10	4	10	4	84.94	7.62	75.00	78.90	84.80	91.60	96.10	310.90	219.03	96	100.00	282.00	537.00	541	57.68	40.64	17.81	18.55	52.32	99.63	100.37
PotentialHostGene_Ptr_1CBFP_RS_56	2196	20262	35	1	35	1	73.54	5.95	60.50	69.30	74.00	78.50	84.20	579.69	588.81	27	154.00	492.00	570.00	2197	26.40	26.81	1.23	7.01	22.40	25.96	100.05
RIX-comp-chim_CS10_RS_3_reversed	16053	81554	31	2	25	2	81.59	10.61	64.36	73.60	80.70	90.50	98.50	3262.36	5216.27	28	211.00	697.00	2534.00	16086	20.32	32.49	0.17	1.31	4.34	15.79	100.21
RIX-comp_CS10-B-G182-Map4	11998	87291	18	4	16	4	93.81	9.00	70.90	93.80	98.45	99.20	99.60	5455.69	4852.69	29	938.00	5985.00	11584.00	12005	45.47	40.45	0.24	7.82	49.88	96.55	100.06
RIX-comp_CS10-B-R13-Map20	5822	13634	17	0	15	1	92.35	7.78	67.90	90.60	94.18	97.40	99.70	908.93	1480.35	32	148.00	377.00	854.00	5802	15.61	25.43	0.55	2.54	6.48	14.67	99.66
RIX-comp_CS10-B-R90-Map13	6081	21463	5	3	5	3	95.30	4.76	87.40	95.20	95.80	99.00	99.10	4292.60	2527.32	678	2567.00	6058.00	6072.00	6088	70.59	41.56	11.15	42.21	99.62	99.85	100.12
RIX-incomp-chim_CS10-B-G162-Map4	8442	48904	23	1	17	1	91.98	7.55	77.00	85.90	95.50	98.69	99.70	2877.29	2665.20	40	717.00	2354.00	5418.00	8441	34.08	31.57	0.47	8.49	27.88	64.18	99.99
RIX-incomp_CS10-B-G78-Map3_reversed	2178	2242	2	1	2	1	80.40	25.60	62.30	62.30	80.40	98.50	98.50	1121.00	1510.38	53	53.00	1121.00	2189.00	2189	51.47	69.35	2.43	2.43	51.47	100.51	100.51
RIX-incomp_CS10-B-P55.0-Map3	876	1579	4	1	4	1	92.22	5.05	88.20	89.60	90.60	99.50	99.50	394.75	335.25	60	246.00	337.50	844.00	844	45.06	38.27	6.85	28.08	38.53	96.35	96.35
RIX-incomp_CS10-B-R156-Map4	5480	21968	6	4	6	4	99.47	0.16	99.30	99.30	99.45	99.60	99.70	3668.17	2809.60	41	41.00	5475.00	5486.00	5491	66.94	51.27	0.75	0.75	99.91	100.11	100.20
RLX-comp-chim_CS10-L-B109-Map1_reversed	5756	20428	20	1	19	1	84.31	7.80	71.70	79.00	82.40	90.40	99.20	1075.16	1536.30	22	99.00	238.00	1925.00	5755	18.68	26.69	0.38	1.72	4.13	33.44	99.98
RLX-comp-chim_CS10-L-B15-Map2	6311	15423	14	1	13	1	91.41	8.44	77.37	84.80	92.00	99.20	100.00	1208.62	1838.22	52	250.00	289.00	2169.00	6320	19.15	29.13	0.82	3.96	4.58	34.37	100.14
RLX-comp-chim_CS10-L-B34-Map1	12659	20055	4	1	4	1	84.05	16.44	60.80	86.70	88.00	99.40	99.40	5013.75	5745.38	540	641.00	3428.00	12659.00	12659	39.61	45.39	4.27	5.06	27.08	100.00	100.00
RLX-comp_CS10-B-G128-Map20	7343	23446	11	3	11	3	92.50	7.14	79.00	91.50	95.40	97.00	99.80	2154.18	3329.90	84	114.00	153.00	7325.00	7343	29.34	45.35	1.14	1.55	2.08	99.75	100.00
RLX-comp_CS10-B-G169-Map6_reversed	7467	15180	4	2	4	2	97.75	1.23	97.10	97.10	97.15	99.60	99.60	3855.25	4173.38	241	241.00	3855.00	7470.00	7470	51.63	55.89	3.23	3.23	51.63	100.04	100.04
RLX-comp_CS10-B-P25.24-Map9	6972	19260	13	2	8	2	86.43	11.31	71.30	78.77	86.25	99.10	99.10	2407.50	2871.99	113	568.00	1360.00	6964.00	6977	34.53	41.19	1.62	8.15	19.51	99.89	100.07
RLX-comp_CS10-B-P4.2-Map13	6461	7470	11	1	11	1	98.20	3.69	88.10	99.50	99.50	100.00	100.00	770.36	1884.72	198	200.00	203.00	203.00	6453	11.92	29.17	3.06	3.10	3.14	3.14	99.88
RLX-comp_CS10-B-P8.2-Map5	7330	21505	19	1	19	1	94.05	4.85	79.70	91.70	95.90	97.50	99.60	1162.47	1934.51	42	114.00	468.00	988.00	7324	15.86	26.39	0.57	1.56	6.38	13.48	99.92
RLX-comp_CS10-B-R27-Map9	7372	8362	11	0	6	1	85.56	11.22	66.20	79.50	88.99	94.40	95.30	1393.67	2952.18	43	68.00	131.50	582.00	7406	18.90	40.05	0.58	0.92	1.78	7.89	100.46
RLX-comp_CS10-B-R4-Map20_reversed	7432	22962	7	2	7	2	92.40	8.87	73.60	91.50	94.70	98.50	98.80	3296.57	3609.08	114	114.00	1086.00	7339.00	7344	44.36	48.56	1.53	1.53	14.61	98.75	98.82
RLX-comp_CS10-L-B100-Map1	6211	6214	1	1	1	1	99.30	0.00	99.30	99.30	99.30	99.30	99.30	6214.00	0.00	6214	6214.00	6214.00	6214.00	6214	100.05	0.00	100.05	100.05	100.05	100.05	100.05
RLX-comp_CS10-L-B106-Map1	5766	21250	12	2	12	2	86.35	10.22	67.70	80.20	91.15	92.70	99.50	1770.83	2083.32	22	282.00	773.50	2538.00	5773	30.71	36.13	0.38	4.89	13.41	44.02	100.12
RLX-comp_CS10-L-B84-Map1	6457	23818	33	1	26	1	76.95	8.41	64.30	71.60	75.85	79.09	99.40	921.00	1339.38	25	149.00	430.50	1332.00	6456	14.26	20.74	0.39	2.31	6.67	20.63	99.98
RLX-comp_CS10-L-B92-Map1_reversed	6324	9548	14	0	10	1	81.86	6.34	67.40	79.89	81.68	85.00	90.01	955.60	1920.40	67	129.00	284.50	540.00	6356	15.11	30.37	1.06	2.04	4.50	8.54	100.51
RLX-incomp-chim_CS10-B-G180-Map9_reversed	13215	111529	39	0	36	1	94.83	7.91	71.60	94.90	98.60	99.50	100.00	3119.08	3310.38	44	203.00	1619.50	6395.00	12658	23.60	25.05	0.33	1.54	12.26	48.39	95.79
RLX-incomp-chim_CS10-B-P24.2-Map19	6644	13923	13	2	13	2	99.34	0.95	96.40	99.30	99.50	100.00	100.00	1132.62	2338.28	38	198.00	203.00	207.00	6400	17.05	35.19	0.57	2.98	3.06	3.12	96.33
RLX-incomp-chim_CS10_RS_5_reversed	14187	43204	21	0	13	1	87.25	8.52	67.89	84.80	86.30	91.50	100.00	3351.85	4516.23	114	114.00	477.00	6336.00	14245	23.63	31.83	0.80	0.80	3.36	44.66	100.41
RLX-incomp-chim_Ptr_1CBFP-B-P67.4-Map3_reversed	5364	10405	3	1	2	1	76.48	1.02	75.76	75.76	76.48	77.20	77.20	5202.50	205.77	5057	5057.00	5202.50	5348.00	5348	96.99	3.84	94.28	94.28	96.99	99.70	99.70
RLX-incomp-chim_Ptr_1CBFP-B-R100-Map20_reversed	5249	9986	2	2	2	2	70.45	0.64	70.00	70.00	70.45	70.90	70.90	4993.00	5.66	4989	4989.00	4993.00	4997.00	4997	95.12	0.11	95.05	95.05	95.12	95.20	95.20
RLX-incomp_CS10-B-G148-Map5_reversed	5488	24026	18	3	18	3	95.17	6.57	74.20	90.90	98.95	99.40	99.50	1334.78	1980.16	50	202.00	388.00	1943.00	5481	24.32	36.08	0.91	3.68	7.07	35.40	99.87
RLX-incomp_CS10-B-G15-Map3	12605	46522	36	0	32	1	96.78	6.94	64.86	97.80	99.35	99.70	100.00	1496.44	2903.49	37	198.00	203.00	633.00	12617	11.87	23.03	0.29	1.57	1.61	5.02	100.10
RLX-incomp_CS10-B-G172-Map3	12609	64360	34	1	31	1	92.62	10.90	59.20	88.40	99.00	99.50	100.00	2110.97	3421.38	38	198.00	203.00	2756.00	12796	16.74	27.13	0.30	1.57	1.61	21.86	101.48
RLX-incomp_CS10-B-G203-Map3	507	641	4	1	4	1	96.88	1.95	94.90	95.50	97.00	98.60	98.60	177.25	222.52	62	68.00	68.00	511.00	511	34.96	43.89	12.23	13.41	13.41	100.79	100.79
RLX-incomp_CS10-B-P16.30-Map3	493	1882	6	1	6	1	80.22	7.55	73.90	76.20	77.35	81.80	94.70	313.67	144.58	137	197.00	300.50	455.00	492	63.62	29.33	27.79	39.96	60.95	92.29	99.80
RLX-incomp_CS10-B-R47-Map4	503	679	4	1	4	1	85.22	10.19	76.00	77.20	84.25	96.40	96.40	169.75	227.39	21	21.00	78.50	501.00	501	33.75	45.21	4.17	4.17	15.61	99.60	99.60
RLX-incomp_CS10-L-B114-Map1_reversed	5169	7855	5	1	5	1	82.58	10.60	73.50	74.70	80.90	83.90	99.90	1571.00	2218.67	54	66.00	90.00	2641.00	5004	30.39	42.92	1.04	1.28	1.74	51.09	96.81
RLX-incomp_CS10-L-B14-Map2	7267	9563	11	1	10	1	86.33	9.36	72.90	75.00	88.70	89.76	99.80	965.60	2222.72	21	93.00	334.50	495.00	7266	13.29	30.59	0.29	1.28	4.60	6.81	99.99
RLX-incomp_CS10-L-B46-Map1	8804	77423	38	0	32	2	85.03	5.05	75.90	82.47	86.60	89.14	95.50	2551.50	2592.25	22	265.00	1979.50	3994.00	8820	28.98	29.44	0.25	3.01	22.48	45.37	100.18
RLX-incomp_CS10-L-B54-Map1_reversed	7463	8314	10	1	9	1	81.14	7.96	69.40	74.30	78.70	88.60	90.30	926.67	2457.96	26	37.00	151.00	182.00	7478	12.42	32.94	0.35	0.50	2.02	2.44	100.20
RLX-incomp_CS10-L-B61-Map1	7344	9109	10	1	10	1	86.04	8.05	72.20	79.50	87.80	90.50	99.70	910.90	2272.88	34	108.00	140.50	213.00	7352	12.40	30.95	0.46	1.47	1.91	2.90	100.11
