TE	length	covg	frags	fullLgthFrags	copies	fullLgthCopies	meanId	sdId	minId	q25Id	medId	q75Id	maxId	meanLgth	sdLgth	minLgth	q25Lgth	medLgth	q75Lgth	maxLgth	meanLgthPerc	sdLgthPerc	minLgthPerc	q25LgthPerc	medLgthPerc	q75LgthPerc	maxLgthPerc
Mariner-1_ANp:ClassII:TIR:Tc1-Mariner	364	3080	7	1	4	0	41.18	4.91	36.44	38.02	40.53	47.21	47.21	772.00	496.44	28	996.00	1006.50	1047.00	1047	212.09	136.38	7.69	273.63	276.51	287.64	287.64
Mariner-1_SS_1p:ClassII:TIR:Tc1-Mariner	542	15368	53	4	50	3	39.71	7.94	23.27	33.33	39.56	45.00	55.21	307.36	363.27	21	69.00	102.50	520.00	1563	56.71	67.02	3.87	12.73	18.91	95.94	288.38
Mariner-2_TMe_1p:ClassII:TIR:Tc1-Mariner	585	25532	51	4	40	3	36.66	5.84	25.52	33.58	36.38	39.93	47.81	640.70	436.23	27	179.00	619.50	1023.00	1494	109.52	74.57	4.62	30.60	105.90	174.87	255.38
Mariner-3_AFp:ClassII:TIR:Tc1-Mariner	351	1725	13	1	13	1	41.41	8.29	27.08	36.31	42.19	50.00	52.27	132.69	100.48	21	31.00	127.00	174.00	351	37.80	28.63	5.98	8.83	36.18	49.57	100.00
Mariner-3_SSa_1p:ClassII:TIR:Tc1-Mariner	342	327	1	1	1	1	39.45	0.00	39.45	39.45	39.45	39.45	39.45	327.00	0.00	327	327.00	327.00	327.00	327	95.61	0.00	95.61	95.61	95.61	95.61	95.61
Mariner-3_SS_1p:ClassII:TIR:Tc1-Mariner	547	16272	51	2	49	2	35.43	6.21	25.84	31.17	34.21	39.08	48.15	333.41	307.90	21	85.00	264.00	465.00	1416	60.95	56.29	3.84	15.54	48.26	85.01	258.87
Mariner-4_SS_1p:ClassII:TIR:Tc1-Mariner	547	68344	118	4	111	4	39.96	7.99	24.16	33.75	40.00	45.31	58.44	616.84	426.88	21	262.00	538.00	945.00	1551	112.77	78.04	3.84	47.90	98.35	172.76	283.55
Mariner-51_HSal_1p:ClassII:TIR:Tc1-Mariner	342	484	3	1	3	1	48.94	8.07	39.64	39.64	53.13	54.05	54.05	161.33	152.85	40	40.00	111.00	333.00	333	47.17	44.69	11.70	11.70	32.46	97.37	97.37
Mariner-5_SS_1p:ClassII:TIR:Tc1-Mariner	550	34948	69	4	57	3	43.86	8.80	23.77	37.19	44.47	51.12	65.00	633.89	591.16	24	174.00	369.00	1059.00	2617	115.25	107.48	4.36	31.64	67.09	192.55	475.82
Mariner-6_ANp:ClassII:TIR:Tc1-Mariner	457	6566	32	1	32	1	39.92	7.99	23.96	31.64	40.36	46.51	52.73	205.19	203.03	21	39.00	140.50	282.00	747	44.90	44.43	4.60	8.53	30.74	61.71	163.46
Mariner-9_AN_1p:ClassII:TIR:Tc1-Mariner	622	17636	60	1	44	0	38.83	6.72	25.00	33.96	39.75	43.19	51.40	403.64	394.93	30	93.00	301.00	526.00	1632	64.89	63.49	4.82	14.95	48.39	84.57	262.38
Mariner-9_DAn_1p:ClassII:TIR:Tc1-Mariner	331	996	3	3	3	3	36.75	1.20	35.46	35.46	36.94	37.84	37.84	332.00	1.73	330	330.00	333.00	333.00	333	100.30	0.52	99.70	99.70	100.60	100.60	100.60
Mariner-9_SS_1p:ClassII:?:?	551	4459	28	1	27	1	40.93	9.29	22.09	33.54	39.33	47.54	61.04	165.15	167.58	21	39.00	84.00	240.00	580	29.97	30.41	3.81	7.08	15.25	43.56	105.26
MarinerL-1_AO-1p:ClassII:TIR:Tc1-Mariner	326	1047	3	1	2	0	57.23	15.05	46.58	46.58	57.23	67.87	67.87	523.50	434.87	216	216.00	523.50	831.00	831	160.58	133.40	66.26	66.26	160.58	254.91	254.91
MuDR-17_CCri_2p:ClassII:TIR:MuDR	511	27687	91	1	87	0	42.92	4.41	30.34	40.16	42.97	46.67	51.43	318.86	180.46	26	129.00	360.00	384.00	879	62.40	35.31	5.09	25.24	70.45	75.15	172.02
Polinton-2_HM_12p:ClassII:Maverick:Maverick	418	480	2	1	2	1	32.51	10.21	25.29	25.29	32.51	39.73	39.73	240.00	275.77	45	45.00	240.00	435.00	435	57.42	65.97	10.77	10.77	57.42	104.07	104.07
REAL_AA_1p:ClassI:LTR:Gypsy	1243	187719	264	11	146	8	46.90	10.77	25.81	40.08	45.40	53.02	81.12	1289.98	1015.80	39	399.00	1047.00	2064.00	3627	103.78	81.72	3.14	32.10	84.23	166.05	291.79
Tad1-13B_BG_2p:ClassI:LINE:I	1242	2585	12	1	11	1	35.82	5.34	27.34	32.99	35.53	38.95	46.15	235.64	350.38	24	38.00	126.00	279.00	1238	18.97	28.21	1.93	3.06	10.14	22.46	99.68
Tad1-14_BG_1p:ClassI:LINE:I	523	12083	23	1	22	1	43.09	8.35	25.74	38.22	44.73	47.69	58.82	550.32	249.18	102	396.00	571.50	657.00	1179	105.22	47.64	19.50	75.72	109.27	125.62	225.43
Tad1-14_BG_2p:ClassI:LINE:I	1286	5181	6	1	6	1	37.04	5.01	30.64	33.66	36.03	42.11	43.75	863.50	520.28	21	663.00	880.00	1258.00	1479	67.15	40.46	1.63	51.56	68.43	97.82	115.01
Tad1-22_BG_2p:ClassI:LINE:I	947	1570	4	1	4	1	47.23	9.06	33.76	50.00	51.29	52.58	52.58	392.50	373.17	66	287.00	287.00	930.00	930	41.45	39.41	6.97	30.31	30.31	98.20	98.20
Tad1-24_BG_1p:ClassI:LINE:I	465	6594	15	2	13	0	31.70	4.41	23.98	29.57	30.43	35.86	39.08	508.00	271.74	45	261.00	513.00	744.00	855	109.25	58.44	9.68	56.13	110.32	160.00	183.87
Tad1-37_BG_1p:ClassI:LINE:I	566	2265	5	3	5	3	30.94	6.90	26.53	26.76	26.76	32.09	42.55	453.00	175.65	141	495.00	543.00	543.00	543	80.04	31.03	24.91	87.46	95.94	95.94	95.94
Tad1-39_BG_1p:ClassI:LINE:I	464	1356	8	1	7	0	30.11	2.75	27.25	27.53	29.11	32.99	32.99	194.43	266.84	27	27.00	27.00	291.00	747	41.90	57.51	5.82	5.82	5.82	62.72	160.99
Tad1-41_BG_1p:ClassI:LINE:I	604	902	2	1	2	1	44.88	0.28	44.68	44.68	44.88	45.07	45.07	451.00	248.90	275	275.00	451.00	627.00	627	74.67	41.21	45.53	45.53	74.67	103.81	103.81
Tad1-60_BG_2p:ClassI:LINE:I	1308	37987	73	1	56	2	45.04	8.79	26.83	40.07	44.09	49.07	71.77	680.89	642.40	21	187.00	412.50	1011.00	2838	52.06	49.11	1.61	14.30	31.54	77.29	216.97
Tc1-1_PM_1p:ClassII:TIR:Tc1-Mariner	340	336	1	1	1	1	36.61	0.00	36.61	36.61	36.61	36.61	36.61	336.00	0.00	336	336.00	336.00	336.00	336	98.82	0.00	98.82	98.82	98.82	98.82	98.82
