TE	length	covg	frags	fullLgthFrags	copies	fullLgthCopies	meanId	sdId	minId	q25Id	medId	q75Id	maxId	meanLgth	sdLgth	minLgth	q25Lgth	medLgth	q75Lgth	maxLgth	meanLgthPerc	sdLgthPerc	minLgthPerc	q25LgthPerc	medLgthPerc	q75LgthPerc	maxLgthPerc
DTX-incomp-chim_CS10-B-R61-Map5	7716	22854	13	2	11	2	80.94	12.45	68.30	69.20	76.80	95.37	99.90	2077.82	2976.98	156	200.00	722.00	3825.00	7714	26.93	38.58	2.02	2.59	9.36	49.57	99.97
DTX-incomp-chim_CS10-L-B116-Map1	4535	32859	27	1	26	1	90.22	10.62	70.20	80.50	94.12	99.90	100.00	1276.00	1137.25	26	129.00	1207.00	2149.00	4535	28.14	25.08	0.57	2.84	26.62	47.39	100.00
DTX-incomp-chim_CS10-L-B120-Map1	3778	16210	39	1	33	1	85.73	7.73	68.80	80.20	86.00	92.50	100.00	494.97	711.96	21	176.00	229.00	551.00	3778	13.10	18.84	0.56	4.66	6.06	14.58	100.00
DTX-incomp-chim_CS10-L-B13-Map2	17747	31976	28	1	25	1	86.19	11.47	62.01	77.62	89.10	95.50	99.90	1280.32	3667.03	26	88.00	293.00	521.00	17735	7.21	20.66	0.15	0.50	1.65	2.94	99.93
DTX-incomp-chim_CS10-L-B20-Map1	22668	200523	135	1	81	1	83.71	8.52	64.65	78.25	84.20	89.90	100.00	2478.31	4226.20	21	145.00	566.00	2733.00	22668	10.93	18.64	0.09	0.64	2.50	12.06	100.00
DTX-incomp-chim_CS10-L-B21-Map1	22648	66037	60	1	51	1	81.76	12.62	55.00	74.70	82.60	92.90	100.00	1296.94	3220.68	23	152.00	297.00	1896.00	22651	5.73	14.22	0.10	0.67	1.31	8.37	100.01
DTX-incomp-chim_CS10-L-B23-Map1_reversed	21650	99260	66	1	56	1	77.76	11.27	54.00	70.60	77.85	84.59	100.00	1772.95	3022.59	24	257.00	1002.50	2425.00	21650	8.19	13.96	0.11	1.19	4.63	11.20	100.00
DTX-incomp-chim_CS10-L-B26-Map1	19906	95738	80	1	70	1	83.56	10.05	60.40	74.40	84.72	90.70	100.00	1370.00	2998.92	21	50.00	240.50	1176.00	19906	6.88	15.07	0.11	0.25	1.21	5.91	100.00
DTX-incomp-chim_CS10-L-B27-Map1	19826	63439	89	1	86	1	77.65	10.49	57.10	69.80	74.11	84.60	100.00	737.66	2213.61	32	115.00	267.00	450.00	19826	3.72	11.17	0.16	0.58	1.35	2.27	100.00
DTX-incomp-chim_CS10-L-B28-Map1_reversed	16520	34855	29	1	28	1	78.24	11.12	56.40	70.30	77.00	83.60	100.00	1244.82	3189.38	49	114.00	224.00	738.00	16520	7.54	19.31	0.30	0.69	1.36	4.47	100.00
DTX-incomp-chim_CS10-L-B29-Map1	14160	42386	58	1	46	1	76.12	9.58	61.60	69.10	73.10	84.10	100.00	922.43	2068.51	21	179.00	475.00	1166.00	14160	6.51	14.61	0.15	1.26	3.35	8.23	100.00
DTX-incomp-chim_CS10-L-B33-Map1_reversed	13005	25918	63	1	52	1	83.87	7.72	70.10	77.70	84.65	90.35	100.00	499.90	1776.51	21	82.00	253.50	406.00	13005	3.84	13.66	0.16	0.63	1.95	3.12	100.00
DTX-incomp-chim_CS10-L-B41-Map1_reversed	9693	46972	48	1	37	1	85.45	13.01	63.90	73.10	89.80	98.80	100.00	1270.32	1691.35	40	113.00	1139.00	1835.00	9693	13.11	17.45	0.41	1.17	11.75	18.93	100.00
DTX-incomp-chim_CS10-L-B51-Map1	7569	46206	66	1	50	1	90.40	8.88	60.00	88.80	93.06	95.60	100.00	929.22	1420.27	31	168.00	424.00	947.00	7568	12.28	18.76	0.41	2.22	5.60	12.51	99.99
DTX-incomp-chim_CS10-L-B70-Map1	7327	21511	20	1	15	1	90.32	10.47	66.86	87.20	95.00	97.20	100.00	1434.07	1945.58	140	217.00	682.00	1843.00	7327	19.57	26.55	1.91	2.96	9.31	25.15	100.00
DTX-incomp-chim_CS10-L-B83-Map1	6597	16968	31	1	29	1	80.99	10.49	61.10	73.30	81.00	90.80	100.00	585.34	1308.01	25	92.00	134.00	296.00	6597	8.87	19.83	0.38	1.39	2.03	4.49	100.00
DTX-incomp_CS10-B-G184-Map6	18599	178656	61	2	54	6	82.35	12.38	57.90	71.80	82.55	92.00	99.90	3308.69	6399.24	22	67.00	180.50	2338.00	18606	17.79	34.41	0.12	0.36	0.97	12.57	100.04
DTX-incomp_CS10-B-G38-Map3_reversed	1811	4362	6	1	5	1	83.15	6.98	74.20	79.70	82.45	86.80	92.60	872.40	786.36	107	118.00	795.00	1535.00	1807	48.17	43.42	5.91	6.52	43.90	84.76	99.78
DTX-incomp_CS10-B-G53-Map9_reversed	2127	13914	24	1	20	2	91.36	8.87	65.20	90.50	95.45	96.20	98.60	698.00	663.52	31	226.00	410.50	1002.00	2124	32.82	31.19	1.46	10.63	19.30	47.11	99.86
DTX-incomp_CS10-B-G59-Map20	2133	5389	8	1	8	1	93.25	6.46	81.00	88.90	96.40	98.00	99.10	673.62	662.16	86	217.00	562.50	966.00	2103	31.58	31.04	4.03	10.17	26.37	45.29	98.59
DTX-incomp_CS10-B-G64-Map16	1874	9664	8	4	8	4	92.19	8.83	75.60	88.80	94.50	99.50	99.70	1208.00	876.16	101	245.00	1810.50	1862.00	1864	64.46	46.75	5.39	13.07	96.61	99.36	99.47
DTX-incomp_CS10-B-P38.14-Map4	2108	17737	20	5	17	6	92.46	6.20	72.60	92.04	94.20	95.70	98.30	1043.35	909.70	62	173.00	541.00	2106.00	2108	49.49	43.15	2.94	8.21	25.66	99.91	100.00
DTX-incomp_CS10-B-P47.7-Map3_reversed	680	680	1	1	1	1	91.00	0.00	91.00	91.00	91.00	91.00	91.00	680.00	0.00	680	680.00	680.00	680.00	680	100.00	0.00	100.00	100.00	100.00	100.00	100.00
DTX-incomp_CS10-B-R113-Map3	1355	8428	9	5	9	5	76.47	6.96	69.50	73.50	74.80	79.00	92.70	936.44	517.89	138	481.00	1351.00	1353.00	1353	69.11	38.22	10.18	35.50	99.70	99.85	99.85
DTX-incomp_CS10-B-R130-Map4_reversed	6967	35874	65	2	61	2	86.02	8.72	67.30	78.50	87.00	93.50	100.00	589.13	1490.23	25	104.00	159.00	303.00	6966	8.46	21.39	0.36	1.49	2.28	4.35	99.99
DTX-incomp_CS10-B-R131-Map3_reversed	2412	5692	6	2	5	2	98.57	1.81	95.64	98.00	99.40	99.80	100.00	1138.60	1196.23	58	58.00	754.00	2410.00	2413	47.21	49.59	2.40	2.40	31.26	99.92	100.04
DTX-incomp_CS10-B-R174-Map4_reversed	1887	6268	11	2	10	2	85.53	5.00	80.30	81.33	84.10	89.70	94.10	626.80	660.10	26	278.00	417.50	554.00	1852	33.22	34.98	1.38	14.73	22.13	29.36	98.15
DTX-incomp_CS10-B-R237-Map6	1824	4916	7	1	6	2	87.57	10.61	71.00	79.23	89.90	97.70	97.70	819.33	795.25	47	175.00	533.50	1807.00	1820	44.92	43.60	2.58	9.59	29.25	99.07	99.78
DTX-incomp_CS10-B-R254-Map3	814	891	3	1	3	1	91.23	2.83	89.50	89.50	89.70	94.50	94.50	297.00	447.74	38	38.00	39.00	814.00	814	36.49	55.00	4.67	4.67	4.79	100.00	100.00
DTX-incomp_CS10-B-R76-Map3	931	1253	4	1	4	1	90.28	5.08	82.90	91.10	92.00	94.20	94.20	313.25	415.98	43	117.00	138.50	933.00	933	33.65	44.68	4.62	12.57	14.88	100.21	100.21
DTX-incomp_CS10-B-R82-Map15	2101	31183	56	1	45	2	88.65	7.12	68.86	84.70	91.40	93.79	96.80	692.96	673.43	25	177.00	380.00	991.00	2315	32.98	32.05	1.19	8.42	18.09	47.17	110.19
DTX-incomp_CS10-B-R92-Map6	5296	37222	32	2	27	2	78.94	11.66	62.10	68.00	77.40	87.40	99.80	1378.59	1626.22	55	212.00	481.00	2833.00	5296	26.03	30.71	1.04	4.00	9.08	53.49	100.00
DTX-incomp_CS10-B-R94-Map5_reversed	6561	107144	90	2	76	2	71.90	9.15	55.60	65.80	70.00	76.00	99.30	1409.79	1690.47	22	103.00	706.00	2565.00	6813	21.49	25.77	0.34	1.57	10.76	39.09	103.84
DTX-incomp_CS10-L-B121-Map1	3740	20106	47	1	42	1	83.94	8.30	66.00	77.60	83.40	91.40	100.00	479.02	756.95	24	96.00	213.00	401.00	3740	12.81	20.24	0.64	2.57	5.70	10.72	100.00
DTX-incomp_CS10-L-B39-Map1	10679	47947	83	1	64	1	87.18	9.08	68.70	82.30	88.35	93.50	100.00	754.86	1526.20	24	114.00	154.50	957.00	10679	7.07	14.29	0.22	1.07	1.45	8.96	100.00
DTX-incomp_CS10-L-B44-Map1_reversed	9085	14802	23	1	22	1	85.27	10.97	59.70	76.80	88.33	94.00	100.00	672.82	1889.17	22	109.00	261.00	389.00	9085	7.41	20.79	0.24	1.20	2.87	4.28	100.00
DTX-incomp_CS10_RS_59	1355	20805	39	8	30	8	75.73	8.68	55.80	69.55	74.30	81.80	90.00	693.50	488.32	21	286.00	619.50	1344.00	1355	51.18	36.04	1.55	21.11	45.72	99.19	100.00
DXX-MITE-chim_CS10_RS_99_reversed	289	3140	20	3	20	3	88.03	6.55	75.20	82.90	87.80	94.80	97.90	165.50	83.87	28	104.00	170.00	237.00	289	57.27	29.02	9.69	35.99	58.82	82.01	100.00
DXX-MITE-chim_Ptr_1CBFP_RS_218	241	235	1	1	1	1	78.30	0.00	78.30	78.30	78.30	78.30	78.30	235.00	0.00	235	235.00	235.00	235.00	235	97.51	0.00	97.51	97.51	97.51	97.51	97.51
DXX-MITE_CS10-B-G218-Map6	435	1298	4	2	4	2	95.05	4.09	89.10	96.00	96.35	98.40	98.40	324.50	196.57	30	409.00	419.00	430.00	430	74.60	45.19	6.90	94.02	96.32	98.85	98.85
DXX-MITE_CS10-B-G223-Map7	431	2778	8	4	8	4	97.67	6.18	82.40	99.50	100.00	100.00	100.00	347.25	117.10	98	338.00	402.00	428.00	428	80.57	27.17	22.74	78.42	93.27	99.30	99.30
DXX-MITE_CS10_RS_113	199	1826	11	7	11	7	83.95	2.74	78.90	82.30	84.30	86.50	87.00	166.00	54.01	50	117.00	194.00	199.00	205	83.42	27.14	25.13	58.79	97.49	100.00	103.02
DXX-MITE_CS10_RS_127	167	3550	26	18	25	18	92.35	4.68	75.20	92.20	93.80	94.60	96.40	148.48	39.92	28	150.00	167.00	167.00	172	88.91	23.90	16.77	89.82	100.00	100.00	102.99
DXX-MITE_CS10_RS_128	164	2662	20	10	20	10	86.50	7.65	72.70	79.50	89.40	92.90	97.60	133.10	33.08	84	98.00	143.50	163.00	170	81.16	20.17	51.22	59.76	87.50	99.39	103.66
DXX-MITE_CS10_RS_129	160	1229	8	6	8	6	90.29	6.74	79.80	90.10	91.60	96.20	96.30	153.62	12.85	128	156.00	159.00	161.00	166	96.02	8.03	80.00	97.50	99.38	100.62	103.75
DXX-MITE_Ptr_1CBFP_RS_243	197	1558	11	2	11	2	79.59	5.26	72.30	76.50	78.90	81.80	89.60	141.64	55.71	47	90.00	173.00	185.00	194	71.90	28.28	23.86	45.69	87.82	93.91	98.48
PotentialHostGene_CS10-B-G101-Map5	3142	6283	8	1	8	1	95.44	7.33	78.20	96.00	98.85	99.30	100.00	785.38	1074.04	29	127.00	233.50	1231.00	3139	25.00	34.18	0.92	4.04	7.43	39.18	99.90
PotentialHostGene_CS10-B-G242-Map4	526	1024	4	1	4	1	84.45	14.40	67.80	77.10	86.15	97.70	97.70	256.00	195.23	83	147.00	208.00	525.00	525	48.67	37.12	15.78	27.95	39.54	99.81	99.81
PotentialHostGene_CS10-B-R51-Map3	3777	11301	7	2	7	2	86.30	10.59	70.90	76.90	87.50	98.80	99.10	1614.43	1828.44	24	59.00	489.00	3780.00	3781	42.74	48.41	0.64	1.56	12.95	100.08	100.11
PotentialHostGene_CS10-B-R86-Map3	5391	16924	7	2	6	2	85.11	11.57	69.20	74.90	87.17	95.20	97.00	2820.67	2704.17	60	120.00	2968.50	5400.00	5407	52.32	50.16	1.11	2.23	55.06	100.17	100.30
PotentialHostGene_CS10-L-B36-Map1	11369	26599	58	1	51	1	78.65	9.90	57.50	73.00	78.20	85.86	100.00	521.55	1560.26	21	189.00	246.00	479.00	11369	4.59	13.72	0.18	1.66	2.16	4.21	100.00
PotentialHostGene_CS10_RS_22	5814	40410	14	5	13	5	85.11	15.56	54.80	67.80	91.60	96.60	99.80	3108.46	2634.32	32	181.00	3250.00	5785.00	5804	53.47	45.31	0.55	3.11	55.90	99.50	99.83
PotentialHostGene_CS10_RS_76	539	3064	10	4	10	4	85.66	7.16	78.00	79.10	85.10	91.60	96.30	306.40	222.17	91	98.00	269.50	537.00	539	56.85	41.22	16.88	18.18	50.00	99.63	100.00
PotentialHostGene_Ptr_1CBFP_RS_56	2196	20399	34	1	33	1	73.77	6.10	61.30	69.20	73.40	77.80	89.00	618.15	590.51	27	207.00	512.00	592.00	2202	28.15	26.89	1.23	9.43	23.32	26.96	100.27
RIX-comp-chim_CS10-B-G141-Map3_reversed	6346	31331	14	2	14	2	94.58	9.95	68.10	95.80	99.10	99.60	99.90	2237.93	2496.91	31	162.00	1054.00	4466.00	6343	35.27	39.35	0.49	2.55	16.61	70.38	99.95
RIX-comp-chim_CS10-B-G150-Map3	12084	40333	21	1	17	1	92.22	10.28	68.10	89.76	96.10	99.30	100.00	2378.41	3392.27	32	229.00	777.00	4190.00	12367	19.68	28.07	0.26	1.90	6.43	34.67	102.34
RIX-comp-chim_CS10-L-B35-Map1_reversed	12164	35697	16	1	14	1	88.31	9.44	72.20	78.10	88.69	98.20	99.80	2549.79	3642.58	70	154.00	679.00	3690.00	12207	20.96	29.95	0.58	1.27	5.58	30.34	100.35
RIX-comp-chim_CS10-L-B40-Map1	10442	22375	9	1	8	1	87.81	10.83	77.00	77.55	85.30	100.00	100.00	2796.88	3584.18	204	460.00	966.00	5017.00	10450	26.78	34.32	1.95	4.41	9.25	48.05	100.08
RIX-comp_CS10-B-G182-Map4	11998	86859	19	4	17	4	93.00	8.03	70.90	89.10	94.60	98.33	99.90	5109.35	4986.14	29	348.00	5991.00	10265.00	11997	42.59	41.56	0.24	2.90	49.93	85.56	99.99
RIX-comp_CS10-B-R13-Map20	5822	35659	16	3	14	4	93.14	8.40	68.10	89.90	96.60	98.40	99.70	2547.07	2511.01	32	148.00	1784.50	5774.00	5786	43.75	43.13	0.55	2.54	30.65	99.18	99.38
RIX-comp_CS10-B-R206-Map3_reversed	7148	30038	36	2	34	2	78.80	7.82	59.60	73.60	77.60	83.10	96.90	883.47	1877.54	28	189.00	325.00	393.00	7147	12.36	26.27	0.39	2.64	4.55	5.50	99.99
RIX-comp_CS10-B-R90-Map13	6081	43381	10	6	10	6	96.71	3.56	87.70	95.80	97.15	99.40	99.50	4338.10	2280.21	668	1939.00	6060.50	6070.00	6078	71.34	37.50	10.99	31.89	99.66	99.82	99.95
RIX-incomp_CS10-B-G152-Map18	6001	13255	9	1	9	1	92.26	6.60	80.00	91.70	93.90	95.30	99.30	1472.78	1986.71	49	113.00	254.00	1848.00	5856	24.54	33.11	0.82	1.88	4.23	30.79	97.58
RIX-incomp_CS10-B-G78-Map3_reversed	2178	2186	1	1	1	1	99.50	0.00	99.50	99.50	99.50	99.50	99.50	2186.00	0.00	2186	2186.00	2186.00	2186.00	2186	100.37	0.00	100.37	100.37	100.37	100.37	100.37
RIX-incomp_CS10-B-R59-Map20	16441	57719	48	2	42	2	89.21	9.05	71.43	83.00	91.65	96.50	100.00	1374.86	3621.84	27	37.00	150.50	754.00	16434	8.36	22.03	0.16	0.23	0.92	4.59	99.96
RIX-incomp_CS10-L-B30-Map1	13820	24701	17	1	17	1	93.71	10.43	65.30	96.00	98.10	99.00	100.00	1454.82	3256.46	23	66.00	250.00	1493.00	13820	10.53	23.56	0.17	0.48	1.81	10.80	100.00
RLX-comp-chim_CS10-L-B109-Map1_reversed	5756	18482	12	3	12	3	87.14	8.23	71.70	83.40	85.35	95.40	100.00	1540.17	2544.14	22	79.00	220.50	5756.00	5759	26.76	44.20	0.38	1.37	3.83	100.00	100.05
RLX-comp-chim_CS10-L-B15-Map2	6311	9648	8	1	7	1	88.21	9.36	77.37	78.60	90.00	99.30	99.60	1378.29	2321.09	52	100.00	288.00	2356.00	6311	21.84	36.78	0.82	1.58	4.56	37.33	100.00
RLX-comp-chim_CS10-L-B34-Map1	12659	28409	11	1	9	1	84.59	13.70	60.50	83.20	88.68	91.40	100.00	3157.56	4399.78	21	206.00	554.00	6211.00	12659	24.94	34.76	0.17	1.63	4.38	49.06	100.00
RLX-comp_CS10-B-G128-Map20	7343	31883	13	4	13	4	95.75	6.25	79.10	91.50	99.50	99.70	100.00	2461.31	3373.08	53	114.00	471.00	7280.00	7337	33.52	45.94	0.72	1.55	6.41	99.14	99.92
RLX-comp_CS10-B-G169-Map6_reversed	7467	21893	6	2	6	2	96.57	1.46	95.30	95.30	96.15	97.40	99.10	3689.00	3242.71	241	241.00	3360.50	7465.00	7466	49.40	43.43	3.23	3.23	45.00	99.97	99.99
RLX-comp_CS10-B-P25.24-Map9	6972	29288	27	1	21	1	90.73	11.52	69.10	79.18	99.30	99.80	99.80	1394.67	1707.31	79	113.00	1077.00	2180.00	6954	20.00	24.49	1.13	1.62	15.45	31.27	99.74
RLX-comp_CS10-B-P4.2-Map13	6461	6743	6	1	6	1	95.95	4.69	90.50	90.50	97.35	100.00	100.00	1145.50	2601.41	35	59.00	97.00	130.00	6455	17.73	40.26	0.54	0.91	1.50	2.01	99.91
RLX-comp_CS10-B-P8.2-Map5	7330	16978	17	2	17	2	94.65	5.28	79.70	92.40	95.00	99.10	100.00	1438.18	2656.04	40	114.00	342.00	478.00	7317	19.62	36.24	0.55	1.56	4.67	6.52	99.82
RLX-comp_CS10-B-R159-Map5_reversed	7414	8608	5	1	3	1	80.65	17.33	63.65	63.65	80.00	98.30	98.30	2869.33	3960.96	117	117.00	1082.00	7409.00	7409	38.70	53.43	1.58	1.58	14.59	99.93	99.93
RLX-comp_CS10-B-R4-Map20_reversed	7432	11201	10	1	10	1	94.21	7.77	73.60	91.50	97.40	98.60	98.90	1131.50	2211.12	114	137.00	403.00	1055.00	7340	15.22	29.75	1.53	1.84	5.42	14.20	98.76
RLX-comp_CS10-L-B103-Map1	6125	6128	1	1	1	1	100.00	0.00	100.00	100.00	100.00	100.00	100.00	6128.00	0.00	6128	6128.00	6128.00	6128.00	6128	100.05	0.00	100.05	100.05	100.05	100.05	100.05
RLX-comp_CS10-L-B106-Map1	5766	16554	9	2	9	2	84.78	11.52	67.70	77.50	90.50	92.60	100.00	1839.33	2354.84	22	234.00	907.00	2539.00	5766	31.90	40.84	0.38	4.06	15.73	44.03	100.00
RLX-comp_CS10-L-B37-Map1_reversed	11017	17784	46	1	37	1	81.99	8.72	64.40	75.20	82.50	89.10	100.00	480.81	1792.95	21	55.00	117.00	214.00	11017	4.36	16.27	0.19	0.50	1.06	1.94	100.00
RLX-comp_CS10-L-B84-Map1	6457	30280	36	1	30	1	78.64	7.98	64.30	73.20	77.75	83.50	100.00	1009.33	1608.95	31	71.00	408.50	962.00	6457	15.63	24.92	0.48	1.10	6.33	14.90	100.00
RLX-comp_CS10-L-B92-Map1_reversed	6324	8732	11	1	9	1	84.38	9.32	67.40	81.28	82.60	89.50	100.00	971.11	2032.67	48	114.00	217.00	489.00	6324	15.36	32.14	0.76	1.80	3.43	7.73	100.00
RLX-incomp-chim_CS10-B-G165-Map3_reversed	12148	13363	10	1	10	1	95.40	7.36	77.00	96.30	97.80	100.00	100.00	1336.30	3818.86	34	57.00	113.50	220.00	12202	11.00	31.44	0.28	0.47	0.93	1.81	100.44
RLX-incomp-chim_CS10-B-G180-Map9_reversed	13215	172654	42	2	34	3	96.67	6.56	73.20	97.30	99.25	99.80	100.00	5080.65	3760.19	64	544.00	6218.50	6441.00	13160	38.45	28.45	0.48	4.12	47.06	48.74	99.58
